date,player,rank
2005-11-21,Kim Clijsters,2
2005-11-28,Kim Clijsters,2
2005-12-05,Kim Clijsters,2
2005-12-12,Kim Clijsters,2
2005-12-19,Kim Clijsters,2
2005-12-26,Kim Clijsters,2
2006-01-02,Kim Clijsters,2
2006-01-09,Kim Clijsters,2
2006-01-16,Kim Clijsters,2
2006-01-23,Kim Clijsters,2
2006-01-30,Kim Clijsters,1
2006-02-06,Kim Clijsters,1
2006-02-13,Kim Clijsters,1
2006-02-20,Kim Clijsters,1
2006-02-27,Kim Clijsters,1
2006-03-06,Kim Clijsters,1
2006-03-13,Kim Clijsters,1
2006-03-20,Kim Clijsters,2
2006-03-27,Kim Clijsters,2
2006-04-03,Kim Clijsters,2
2006-04-10,Kim Clijsters,2
2006-04-17,Kim Clijsters,2
2006-04-24,Kim Clijsters,2
2006-05-01,Kim Clijsters,2
2006-05-08,Kim Clijsters,2
2006-05-15,Kim Clijsters,2
2006-05-22,Kim Clijsters,2
2006-05-29,Kim Clijsters,2
2006-06-05,Kim Clijsters,2
2006-06-12,Kim Clijsters,2
2006-06-19,Kim Clijsters,2
2006-06-26,Kim Clijsters,2
2006-07-03,Kim Clijsters,2
2006-07-10,Kim Clijsters,2
2006-07-17,Kim Clijsters,2
2006-07-24,Kim Clijsters,2
2006-07-31,Kim Clijsters,2
2006-08-07,Kim Clijsters,2
2006-08-14,Kim Clijsters,2
2006-08-21,Kim Clijsters,2
2006-08-28,Kim Clijsters,3
2006-09-04,Kim Clijsters,3
2006-09-11,Kim Clijsters,4
2006-09-18,Kim Clijsters,4
2006-09-25,Kim Clijsters,5
2006-10-02,Kim Clijsters,5
2006-10-09,Kim Clijsters,6
2006-10-16,Kim Clijsters,6
2006-10-23,Kim Clijsters,6
2006-10-30,Kim Clijsters,6
2006-11-06,Kim Clijsters,6
2006-11-13,Kim Clijsters,5
2006-11-20,Kim Clijsters,5
2006-11-27,Kim Clijsters,5
2006-12-04,Kim Clijsters,5
2006-12-11,Kim Clijsters,5
2006-12-18,Kim Clijsters,5
2006-12-25,Kim Clijsters,5
2007-01-01,Kim Clijsters,5
2007-01-08,Kim Clijsters,5
2007-01-15,Kim Clijsters,5
2007-01-22,Kim Clijsters,5
2007-01-29,Kim Clijsters,4
2007-02-05,Kim Clijsters,4
2007-02-12,Kim Clijsters,4
2007-02-19,Kim Clijsters,4
2007-02-26,Kim Clijsters,4
2007-03-05,Kim Clijsters,5
2007-03-12,Kim Clijsters,5
2007-03-19,Kim Clijsters,5
2007-03-26,Kim Clijsters,5
2007-04-02,Kim Clijsters,4
2007-04-09,Kim Clijsters,4
2007-04-16,Kim Clijsters,4
2007-04-23,Kim Clijsters,4
2007-04-30,Kim Clijsters,4
2007-05-07,Kim Clijsters,5
2009-09-14,Kim Clijsters,19
2009-09-21,Kim Clijsters,17
2009-09-28,Kim Clijsters,17
2009-10-05,Kim Clijsters,18
2009-10-12,Kim Clijsters,18
2009-10-19,Kim Clijsters,18
2009-10-26,Kim Clijsters,18
2009-11-02,Kim Clijsters,17
2009-11-09,Kim Clijsters,18
2009-11-16,Kim Clijsters,18
2009-11-23,Kim Clijsters,18
2009-11-30,Kim Clijsters,18
2009-12-07,Kim Clijsters,18
2009-12-14,Kim Clijsters,18
2009-12-21,Kim Clijsters,18
2009-12-28,Kim Clijsters,18
2010-01-04,Kim Clijsters,18
2010-01-11,Kim Clijsters,15
2010-01-18,Kim Clijsters,15
2010-01-25,Kim Clijsters,15
2010-02-01,Kim Clijsters,17
2010-02-08,Kim Clijsters,17
2010-02-15,Kim Clijsters,17
2010-02-22,Kim Clijsters,17
2010-03-01,Kim Clijsters,17
2010-03-08,Kim Clijsters,17
2010-03-15,Kim Clijsters,17
2010-03-22,Kim Clijsters,16
2010-03-29,Kim Clijsters,16
2010-04-05,Kim Clijsters,10
2010-04-12,Kim Clijsters,10
2010-04-19,Kim Clijsters,11
2010-04-26,Kim Clijsters,11
2010-05-03,Kim Clijsters,11
2010-05-10,Kim Clijsters,10
2010-05-17,Kim Clijsters,10
2010-05-24,Kim Clijsters,10
2010-05-31,Kim Clijsters,10
2010-06-07,Kim Clijsters,9
2010-06-14,Kim Clijsters,9
2010-06-21,Kim Clijsters,8
2010-06-28,Kim Clijsters,8
2010-07-05,Kim Clijsters,7
2010-07-12,Kim Clijsters,7
2010-07-19,Kim Clijsters,7
2010-07-26,Kim Clijsters,7
2010-08-02,Kim Clijsters,7
2010-08-09,Kim Clijsters,7
2010-08-16,Kim Clijsters,4
2010-08-23,Kim Clijsters,3
2010-08-30,Kim Clijsters,3
2010-09-06,Kim Clijsters,3
2010-09-13,Kim Clijsters,5
2010-09-20,Kim Clijsters,5
2010-09-27,Kim Clijsters,5
2010-10-04,Kim Clijsters,5
2010-10-11,Kim Clijsters,5
2010-10-18,Kim Clijsters,5
2010-10-25,Kim Clijsters,4
2010-11-01,Kim Clijsters,3
2010-11-08,Kim Clijsters,3
2010-11-15,Kim Clijsters,3
2010-11-22,Kim Clijsters,3
2010-11-29,Kim Clijsters,3
2010-12-06,Kim Clijsters,3
2010-12-13,Kim Clijsters,3
2010-12-20,Kim Clijsters,3
2010-12-27,Kim Clijsters,3
2011-01-03,Kim Clijsters,3
2011-01-10,Kim Clijsters,3
2011-01-17,Kim Clijsters,3
2011-01-24,Kim Clijsters,3
2011-01-31,Kim Clijsters,2
2011-02-07,Kim Clijsters,2
2011-02-14,Kim Clijsters,1
2011-02-21,Kim Clijsters,2
2011-02-28,Kim Clijsters,2
2011-03-07,Kim Clijsters,2
2011-03-14,Kim Clijsters,2
2011-03-21,Kim Clijsters,2
2011-03-28,Kim Clijsters,2
2011-04-04,Kim Clijsters,2
2011-04-11,Kim Clijsters,2
2011-04-18,Kim Clijsters,2
2011-04-25,Kim Clijsters,2
2011-05-02,Kim Clijsters,2
2011-05-09,Kim Clijsters,2
2011-05-16,Kim Clijsters,2
2011-05-23,Kim Clijsters,2
2011-05-30,Kim Clijsters,2
2011-06-06,Kim Clijsters,2
2011-06-13,Kim Clijsters,2
2011-06-20,Kim Clijsters,2
2011-06-27,Kim Clijsters,2
2011-07-04,Kim Clijsters,2
2011-07-11,Kim Clijsters,2
2011-07-18,Kim Clijsters,2
2011-07-25,Kim Clijsters,2
2011-08-01,Kim Clijsters,2
2011-08-08,Kim Clijsters,2
2011-08-15,Kim Clijsters,3
2011-08-22,Kim Clijsters,3
2011-08-29,Kim Clijsters,3
2011-09-05,Kim Clijsters,3
2011-09-12,Kim Clijsters,9
2011-09-19,Kim Clijsters,9
2011-09-26,Kim Clijsters,9
2011-10-03,Kim Clijsters,8
2011-10-10,Kim Clijsters,10
2011-10-17,Kim Clijsters,11
2011-10-24,Kim Clijsters,13
2011-10-31,Kim Clijsters,13
2011-11-07,Kim Clijsters,13
2011-11-14,Kim Clijsters,13
2011-11-21,Kim Clijsters,13
2011-11-28,Kim Clijsters,13
2011-12-05,Kim Clijsters,13
2011-12-12,Kim Clijsters,13
2011-12-19,Kim Clijsters,13
2011-12-26,Kim Clijsters,13
2012-01-02,Kim Clijsters,13
2012-01-09,Kim Clijsters,12
2012-01-16,Kim Clijsters,14
2012-01-23,Kim Clijsters,14
2012-01-30,Kim Clijsters,30
2012-02-06,Kim Clijsters,30
2012-02-13,Kim Clijsters,34
2012-02-20,Kim Clijsters,35
2012-02-27,Kim Clijsters,35
2012-03-05,Kim Clijsters,36
2012-03-12,Kim Clijsters,36
2012-03-19,Kim Clijsters,37
2012-03-26,Kim Clijsters,37
2012-04-02,Kim Clijsters,41
2012-04-09,Kim Clijsters,40
2012-04-16,Kim Clijsters,41
2012-04-23,Kim Clijsters,41
2012-04-30,Kim Clijsters,41
2012-05-07,Kim Clijsters,40
2012-05-14,Kim Clijsters,43
2012-05-21,Kim Clijsters,44
2012-05-28,Kim Clijsters,47
2012-06-04,Kim Clijsters,47
2012-06-11,Kim Clijsters,50
2012-06-18,Kim Clijsters,53
2012-06-25,Kim Clijsters,47
2012-07-02,Kim Clijsters,47
2012-07-09,Kim Clijsters,35
2012-07-16,Kim Clijsters,36
2012-07-23,Kim Clijsters,36
2012-07-30,Kim Clijsters,36
2012-08-06,Kim Clijsters,29
2012-08-13,Kim Clijsters,28
2012-08-20,Kim Clijsters,26
2012-08-27,Kim Clijsters,25
2012-09-03,Kim Clijsters,25
2012-09-10,Kim Clijsters,20
1993-02-01,Lindsay Davenport,99
1993-02-15,Lindsay Davenport,100
1993-02-22,Lindsay Davenport,99
1993-03-01,Lindsay Davenport,73
1993-03-08,Lindsay Davenport,48
1993-03-15,Lindsay Davenport,48
1993-03-22,Lindsay Davenport,50
1993-03-29,Lindsay Davenport,46
1993-04-05,Lindsay Davenport,47
1993-04-12,Lindsay Davenport,43
1993-04-19,Lindsay Davenport,41
1993-04-26,Lindsay Davenport,41
1993-05-03,Lindsay Davenport,42
1993-05-10,Lindsay Davenport,42
1993-05-17,Lindsay Davenport,43
1993-05-24,Lindsay Davenport,25
1993-05-31,Lindsay Davenport,25
1993-06-07,Lindsay Davenport,26
1993-06-14,Lindsay Davenport,26
1993-06-21,Lindsay Davenport,28
1993-06-28,Lindsay Davenport,28
1993-07-05,Lindsay Davenport,25
1993-07-12,Lindsay Davenport,25
1993-07-19,Lindsay Davenport,25
1993-07-26,Lindsay Davenport,26
1993-08-02,Lindsay Davenport,26
1993-08-09,Lindsay Davenport,26
1993-08-16,Lindsay Davenport,26
1993-08-23,Lindsay Davenport,27
1993-08-30,Lindsay Davenport,24
1993-09-06,Lindsay Davenport,24
1993-09-13,Lindsay Davenport,20
1993-09-20,Lindsay Davenport,21
1993-09-27,Lindsay Davenport,20
1993-10-04,Lindsay Davenport,21
1993-10-11,Lindsay Davenport,22
1993-10-18,Lindsay Davenport,21
1993-10-25,Lindsay Davenport,21
1993-11-01,Lindsay Davenport,21
1993-11-08,Lindsay Davenport,20
1993-11-15,Lindsay Davenport,20
1993-11-22,Lindsay Davenport,20
1993-11-29,Lindsay Davenport,20
1993-12-06,Lindsay Davenport,20
1993-12-13,Lindsay Davenport,20
1993-12-20,Lindsay Davenport,20
1993-12-27,Lindsay Davenport,20
1994-01-03,Lindsay Davenport,20
1994-01-10,Lindsay Davenport,19
1994-01-17,Lindsay Davenport,19
1994-01-24,Lindsay Davenport,19
1994-01-31,Lindsay Davenport,12
1994-02-07,Lindsay Davenport,12
1994-02-14,Lindsay Davenport,14
1994-02-21,Lindsay Davenport,13
1994-02-28,Lindsay Davenport,12
1994-03-07,Lindsay Davenport,13
1994-03-14,Lindsay Davenport,13
1994-03-21,Lindsay Davenport,11
1994-03-28,Lindsay Davenport,11
1994-04-04,Lindsay Davenport,13
1994-04-11,Lindsay Davenport,12
1994-04-18,Lindsay Davenport,12
1994-04-25,Lindsay Davenport,12
1994-05-02,Lindsay Davenport,12
1994-05-09,Lindsay Davenport,10
1994-05-16,Lindsay Davenport,9
1994-05-23,Lindsay Davenport,11
1994-05-30,Lindsay Davenport,11
1994-06-06,Lindsay Davenport,9
1994-06-13,Lindsay Davenport,9
1994-06-20,Lindsay Davenport,9
1994-06-27,Lindsay Davenport,9
1994-07-04,Lindsay Davenport,6
1994-07-11,Lindsay Davenport,6
1994-07-18,Lindsay Davenport,6
1994-07-25,Lindsay Davenport,6
1994-08-01,Lindsay Davenport,6
1994-08-08,Lindsay Davenport,7
1994-08-15,Lindsay Davenport,7
1994-08-22,Lindsay Davenport,7
1994-08-29,Lindsay Davenport,7
1994-09-05,Lindsay Davenport,7
1994-09-12,Lindsay Davenport,8
1994-09-19,Lindsay Davenport,8
1994-09-26,Lindsay Davenport,7
1994-10-03,Lindsay Davenport,7
1994-10-10,Lindsay Davenport,8
1994-10-17,Lindsay Davenport,7
1994-10-24,Lindsay Davenport,7
1994-10-31,Lindsay Davenport,7
1994-11-07,Lindsay Davenport,7
1994-11-14,Lindsay Davenport,7
1994-11-21,Lindsay Davenport,6
1994-11-28,Lindsay Davenport,6
1994-12-05,Lindsay Davenport,6
1994-12-12,Lindsay Davenport,6
1994-12-19,Lindsay Davenport,6
1994-12-26,Lindsay Davenport,6
1995-01-02,Lindsay Davenport,6
1995-01-09,Lindsay Davenport,7
1995-01-16,Lindsay Davenport,7
1995-01-23,Lindsay Davenport,7
1995-01-30,Lindsay Davenport,6
1995-02-06,Lindsay Davenport,6
1995-02-13,Lindsay Davenport,6
1995-02-20,Lindsay Davenport,6
1995-02-27,Lindsay Davenport,6
1995-03-06,Lindsay Davenport,6
1995-03-13,Lindsay Davenport,6
1995-03-20,Lindsay Davenport,6
1995-03-27,Lindsay Davenport,6
1995-04-03,Lindsay Davenport,6
1995-04-10,Lindsay Davenport,6
1995-04-17,Lindsay Davenport,6
1995-04-24,Lindsay Davenport,6
1995-05-01,Lindsay Davenport,6
1995-05-08,Lindsay Davenport,6
1995-05-15,Lindsay Davenport,6
1995-05-22,Lindsay Davenport,7
1995-05-29,Lindsay Davenport,6
1995-06-05,Lindsay Davenport,6
1995-06-12,Lindsay Davenport,7
1995-06-19,Lindsay Davenport,7
1995-06-26,Lindsay Davenport,7
1995-07-03,Lindsay Davenport,7
1995-07-10,Lindsay Davenport,9
1995-07-17,Lindsay Davenport,9
1995-07-24,Lindsay Davenport,9
1995-07-31,Lindsay Davenport,9
1995-08-07,Lindsay Davenport,9
1995-08-14,Lindsay Davenport,9
1995-08-21,Lindsay Davenport,9
1995-08-28,Lindsay Davenport,9
1995-09-04,Lindsay Davenport,9
1995-09-11,Lindsay Davenport,9
1995-09-18,Lindsay Davenport,9
1995-09-25,Lindsay Davenport,9
1995-10-02,Lindsay Davenport,9
1995-10-09,Lindsay Davenport,9
1995-10-16,Lindsay Davenport,10
1995-10-23,Lindsay Davenport,10
1995-10-30,Lindsay Davenport,10
1995-11-06,Lindsay Davenport,11
1995-11-13,Lindsay Davenport,10
1995-11-20,Lindsay Davenport,12
1995-11-27,Lindsay Davenport,12
1995-12-04,Lindsay Davenport,12
1995-12-11,Lindsay Davenport,12
1995-12-18,Lindsay Davenport,12
1995-12-25,Lindsay Davenport,12
1996-01-01,Lindsay Davenport,12
1996-01-08,Lindsay Davenport,12
1996-01-15,Lindsay Davenport,12
1996-01-22,Lindsay Davenport,12
1996-01-29,Lindsay Davenport,14
1996-02-05,Lindsay Davenport,14
1996-02-12,Lindsay Davenport,14
1996-02-19,Lindsay Davenport,14
1996-02-26,Lindsay Davenport,14
1996-03-04,Lindsay Davenport,12
1996-03-11,Lindsay Davenport,12
1996-03-18,Lindsay Davenport,12
1996-03-25,Lindsay Davenport,12
1996-04-01,Lindsay Davenport,10
1996-04-08,Lindsay Davenport,10
1996-04-15,Lindsay Davenport,10
1996-04-22,Lindsay Davenport,10
1996-04-29,Lindsay Davenport,10
1996-05-06,Lindsay Davenport,10
1996-05-13,Lindsay Davenport,11
1996-05-20,Lindsay Davenport,10
1996-05-27,Lindsay Davenport,12
1996-06-03,Lindsay Davenport,12
1996-06-10,Lindsay Davenport,8
1996-06-17,Lindsay Davenport,8
1996-06-24,Lindsay Davenport,9
1996-07-01,Lindsay Davenport,9
1996-07-08,Lindsay Davenport,10
1996-07-15,Lindsay Davenport,10
1996-07-22,Lindsay Davenport,10
1996-07-29,Lindsay Davenport,10
1996-08-05,Lindsay Davenport,10
1996-08-12,Lindsay Davenport,10
1996-08-19,Lindsay Davenport,7
1996-08-26,Lindsay Davenport,8
1996-09-02,Lindsay Davenport,8
1996-09-09,Lindsay Davenport,6
1996-09-16,Lindsay Davenport,6
1996-09-23,Lindsay Davenport,6
1996-09-30,Lindsay Davenport,5
1996-10-07,Lindsay Davenport,6
1996-10-14,Lindsay Davenport,5
1996-10-21,Lindsay Davenport,6
1996-10-28,Lindsay Davenport,6
1996-11-04,Lindsay Davenport,6
1996-11-11,Lindsay Davenport,7
1996-11-18,Lindsay Davenport,8
1996-11-25,Lindsay Davenport,9
1996-12-02,Lindsay Davenport,9
1996-12-09,Lindsay Davenport,9
1996-12-16,Lindsay Davenport,9
1996-12-23,Lindsay Davenport,9
1996-12-30,Lindsay Davenport,9
1997-01-06,Lindsay Davenport,9
1997-01-13,Lindsay Davenport,9
1997-01-20,Lindsay Davenport,9
1997-01-27,Lindsay Davenport,9
1997-02-03,Lindsay Davenport,8
1997-02-10,Lindsay Davenport,8
1997-02-17,Lindsay Davenport,8
1997-02-24,Lindsay Davenport,8
1997-03-03,Lindsay Davenport,8
1997-03-10,Lindsay Davenport,8
1997-03-17,Lindsay Davenport,7
1997-03-24,Lindsay Davenport,7
1997-03-31,Lindsay Davenport,8
1997-04-07,Lindsay Davenport,8
1997-04-14,Lindsay Davenport,7
1997-04-21,Lindsay Davenport,7
1997-04-28,Lindsay Davenport,7
1997-05-05,Lindsay Davenport,5
1997-05-12,Lindsay Davenport,5
1997-05-19,Lindsay Davenport,5
1997-05-26,Lindsay Davenport,5
1997-06-02,Lindsay Davenport,5
1997-06-09,Lindsay Davenport,6
1997-06-16,Lindsay Davenport,6
1997-06-23,Lindsay Davenport,8
1997-06-30,Lindsay Davenport,8
1997-07-07,Lindsay Davenport,7
1997-07-14,Lindsay Davenport,7
1997-07-21,Lindsay Davenport,7
1997-07-28,Lindsay Davenport,7
1997-08-04,Lindsay Davenport,7
1997-08-11,Lindsay Davenport,5
1997-08-18,Lindsay Davenport,7
1997-08-25,Lindsay Davenport,6
1997-09-01,Lindsay Davenport,6
1997-09-08,Lindsay Davenport,5
1997-09-15,Lindsay Davenport,5
1997-09-22,Lindsay Davenport,5
1997-09-29,Lindsay Davenport,5
1997-10-06,Lindsay Davenport,5
1997-10-13,Lindsay Davenport,6
1997-10-20,Lindsay Davenport,4
1997-10-27,Lindsay Davenport,5
1997-11-03,Lindsay Davenport,5
1997-11-10,Lindsay Davenport,3
1997-11-17,Lindsay Davenport,2
1997-11-24,Lindsay Davenport,3
1997-12-01,Lindsay Davenport,3
1997-12-08,Lindsay Davenport,3
1997-12-15,Lindsay Davenport,3
1997-12-22,Lindsay Davenport,3
1997-12-29,Lindsay Davenport,3
1998-01-05,Lindsay Davenport,3
1998-01-12,Lindsay Davenport,3
1998-01-19,Lindsay Davenport,3
1998-01-26,Lindsay Davenport,3
1998-02-02,Lindsay Davenport,2
1998-02-09,Lindsay Davenport,2
1998-02-16,Lindsay Davenport,2
1998-02-23,Lindsay Davenport,2
1998-03-02,Lindsay Davenport,2
1998-03-09,Lindsay Davenport,2
1998-03-16,Lindsay Davenport,2
1998-03-23,Lindsay Davenport,2
1998-03-30,Lindsay Davenport,2
1998-04-06,Lindsay Davenport,2
1998-04-13,Lindsay Davenport,2
1998-04-20,Lindsay Davenport,2
1998-04-27,Lindsay Davenport,2
1998-05-04,Lindsay Davenport,2
1998-05-11,Lindsay Davenport,2
1998-05-18,Lindsay Davenport,2
1998-05-25,Lindsay Davenport,2
1998-06-01,Lindsay Davenport,2
1998-06-08,Lindsay Davenport,2
1998-06-15,Lindsay Davenport,2
1998-06-22,Lindsay Davenport,2
1998-06-29,Lindsay Davenport,2
1998-07-06,Lindsay Davenport,3
1998-07-13,Lindsay Davenport,3
1998-07-20,Lindsay Davenport,3
1998-07-27,Lindsay Davenport,3
1998-08-03,Lindsay Davenport,2
1998-08-10,Lindsay Davenport,2
1998-08-17,Lindsay Davenport,2
1998-08-24,Lindsay Davenport,2
1998-08-31,Lindsay Davenport,3
1998-09-07,Lindsay Davenport,3
1998-09-14,Lindsay Davenport,2
1998-09-21,Lindsay Davenport,2
1998-09-28,Lindsay Davenport,2
1998-10-05,Lindsay Davenport,2
1998-10-12,Lindsay Davenport,1
1998-10-19,Lindsay Davenport,1
1998-10-26,Lindsay Davenport,1
1998-11-02,Lindsay Davenport,1
1998-11-09,Lindsay Davenport,1
1998-11-16,Lindsay Davenport,1
1998-11-23,Lindsay Davenport,1
1998-11-30,Lindsay Davenport,1
1998-12-07,Lindsay Davenport,1
1998-12-14,Lindsay Davenport,1
1998-12-21,Lindsay Davenport,1
1998-12-28,Lindsay Davenport,1
1999-01-04,Lindsay Davenport,1
1999-01-11,Lindsay Davenport,1
1999-01-18,Lindsay Davenport,1
1999-01-25,Lindsay Davenport,1
1999-02-01,Lindsay Davenport,1
1999-02-08,Lindsay Davenport,2
1999-02-15,Lindsay Davenport,2
1999-02-22,Lindsay Davenport,2
1999-03-01,Lindsay Davenport,2
1999-03-08,Lindsay Davenport,2
1999-03-15,Lindsay Davenport,2
1999-03-22,Lindsay Davenport,2
1999-03-29,Lindsay Davenport,2
1999-04-05,Lindsay Davenport,2
1999-04-12,Lindsay Davenport,2
1999-04-19,Lindsay Davenport,2
1999-04-26,Lindsay Davenport,2
1999-05-03,Lindsay Davenport,2
1999-05-10,Lindsay Davenport,2
1999-05-17,Lindsay Davenport,2
1999-05-24,Lindsay Davenport,2
1999-05-31,Lindsay Davenport,2
1999-06-07,Lindsay Davenport,2
1999-06-14,Lindsay Davenport,2
1999-06-21,Lindsay Davenport,2
1999-06-28,Lindsay Davenport,2
1999-07-05,Lindsay Davenport,1
1999-07-12,Lindsay Davenport,1
1999-07-19,Lindsay Davenport,1
1999-07-26,Lindsay Davenport,1
1999-08-02,Lindsay Davenport,1
1999-08-09,Lindsay Davenport,2
1999-08-16,Lindsay Davenport,2
1999-08-23,Lindsay Davenport,2
1999-08-30,Lindsay Davenport,2
1999-09-06,Lindsay Davenport,2
1999-09-13,Lindsay Davenport,2
1999-09-20,Lindsay Davenport,2
1999-09-27,Lindsay Davenport,2
1999-10-04,Lindsay Davenport,2
1999-10-11,Lindsay Davenport,2
1999-10-18,Lindsay Davenport,2
1999-10-25,Lindsay Davenport,2
1999-11-01,Lindsay Davenport,2
1999-11-08,Lindsay Davenport,2
1999-11-15,Lindsay Davenport,2
1999-11-22,Lindsay Davenport,2
1999-11-29,Lindsay Davenport,2
1999-12-06,Lindsay Davenport,2
1999-12-13,Lindsay Davenport,2
1999-12-20,Lindsay Davenport,2
1999-12-27,Lindsay Davenport,2
2000-01-03,Lindsay Davenport,2
2000-01-10,Lindsay Davenport,2
2000-01-17,Lindsay Davenport,2
2000-01-24,Lindsay Davenport,2
2000-01-31,Lindsay Davenport,2
2000-02-07,Lindsay Davenport,2
2000-02-14,Lindsay Davenport,2
2000-02-21,Lindsay Davenport,2
2000-02-28,Lindsay Davenport,2
2000-03-06,Lindsay Davenport,2
2000-03-13,Lindsay Davenport,2
2000-03-20,Lindsay Davenport,2
2000-03-27,Lindsay Davenport,2
2000-04-03,Lindsay Davenport,1
2000-04-10,Lindsay Davenport,1
2000-04-17,Lindsay Davenport,1
2000-04-24,Lindsay Davenport,1
2000-05-01,Lindsay Davenport,1
2000-05-08,Lindsay Davenport,2
2000-05-15,Lindsay Davenport,1
2000-05-22,Lindsay Davenport,2
2000-05-29,Lindsay Davenport,2
2000-06-05,Lindsay Davenport,2
2000-06-12,Lindsay Davenport,2
2000-06-19,Lindsay Davenport,2
2000-06-26,Lindsay Davenport,2
2000-07-03,Lindsay Davenport,2
2000-07-10,Lindsay Davenport,2
2000-07-17,Lindsay Davenport,2
2000-07-24,Lindsay Davenport,2
2000-07-31,Lindsay Davenport,2
2000-08-07,Lindsay Davenport,2
2000-08-14,Lindsay Davenport,2
2000-08-21,Lindsay Davenport,2
2000-08-28,Lindsay Davenport,2
2000-09-04,Lindsay Davenport,2
2000-09-11,Lindsay Davenport,2
2000-09-18,Lindsay Davenport,2
2000-09-25,Lindsay Davenport,2
2000-10-02,Lindsay Davenport,2
2000-10-09,Lindsay Davenport,2
2000-10-16,Lindsay Davenport,2
2000-10-23,Lindsay Davenport,2
2000-10-30,Lindsay Davenport,2
2000-11-06,Lindsay Davenport,2
2000-11-13,Lindsay Davenport,2
2000-11-20,Lindsay Davenport,2
2000-11-27,Lindsay Davenport,2
2000-12-04,Lindsay Davenport,2
2000-12-11,Lindsay Davenport,2
2000-12-18,Lindsay Davenport,2
2000-12-25,Lindsay Davenport,2
2001-01-01,Lindsay Davenport,2
2001-01-08,Lindsay Davenport,2
2001-01-15,Lindsay Davenport,2
2001-01-22,Lindsay Davenport,2
2001-01-29,Lindsay Davenport,2
2001-02-05,Lindsay Davenport,2
2001-02-12,Lindsay Davenport,2
2001-02-19,Lindsay Davenport,2
2001-02-26,Lindsay Davenport,2
2001-03-05,Lindsay Davenport,2
2001-03-12,Lindsay Davenport,2
2001-03-19,Lindsay Davenport,2
2001-03-26,Lindsay Davenport,2
2001-04-02,Lindsay Davenport,3
2001-04-09,Lindsay Davenport,3
2001-04-16,Lindsay Davenport,3
2001-04-23,Lindsay Davenport,3
2001-04-30,Lindsay Davenport,3
2001-05-07,Lindsay Davenport,3
2001-05-14,Lindsay Davenport,3
2001-05-21,Lindsay Davenport,3
2001-05-28,Lindsay Davenport,3
2001-06-04,Lindsay Davenport,3
2001-06-11,Lindsay Davenport,3
2001-06-18,Lindsay Davenport,3
2001-06-25,Lindsay Davenport,3
2001-07-02,Lindsay Davenport,3
2001-07-09,Lindsay Davenport,4
2001-07-16,Lindsay Davenport,4
2001-07-23,Lindsay Davenport,4
2001-07-30,Lindsay Davenport,4
2001-08-06,Lindsay Davenport,3
2001-08-13,Lindsay Davenport,2
2001-08-20,Lindsay Davenport,3
2001-08-27,Lindsay Davenport,3
2001-09-03,Lindsay Davenport,3
2001-09-10,Lindsay Davenport,3
2001-09-17,Lindsay Davenport,3
2001-09-24,Lindsay Davenport,3
2001-10-01,Lindsay Davenport,3
2001-10-08,Lindsay Davenport,3
2001-10-15,Lindsay Davenport,3
2001-10-22,Lindsay Davenport,3
2001-10-29,Lindsay Davenport,2
2001-11-05,Lindsay Davenport,1
2001-11-12,Lindsay Davenport,1
2001-11-19,Lindsay Davenport,1
2001-11-26,Lindsay Davenport,1
2001-12-03,Lindsay Davenport,1
2001-12-10,Lindsay Davenport,1
2001-12-17,Lindsay Davenport,1
2001-12-24,Lindsay Davenport,1
2001-12-31,Lindsay Davenport,1
2002-01-07,Lindsay Davenport,1
2002-01-14,Lindsay Davenport,2
2002-01-21,Lindsay Davenport,2
2002-01-28,Lindsay Davenport,2
2002-02-04,Lindsay Davenport,4
2002-02-11,Lindsay Davenport,4
2002-02-18,Lindsay Davenport,3
2002-02-25,Lindsay Davenport,3
2002-03-04,Lindsay Davenport,5
2002-03-11,Lindsay Davenport,5
2002-03-18,Lindsay Davenport,4
2002-03-25,Lindsay Davenport,4
2002-04-01,Lindsay Davenport,5
2002-04-08,Lindsay Davenport,5
2002-04-15,Lindsay Davenport,5
2002-04-22,Lindsay Davenport,7
2002-04-29,Lindsay Davenport,7
2002-05-06,Lindsay Davenport,7
2002-05-13,Lindsay Davenport,6
2002-05-20,Lindsay Davenport,7
2002-05-27,Lindsay Davenport,7
2002-06-03,Lindsay Davenport,7
2002-06-10,Lindsay Davenport,6
2002-06-17,Lindsay Davenport,6
2002-06-24,Lindsay Davenport,8
2002-07-01,Lindsay Davenport,8
2002-07-08,Lindsay Davenport,9
2002-07-15,Lindsay Davenport,9
2002-07-22,Lindsay Davenport,9
2002-07-29,Lindsay Davenport,9
2002-08-05,Lindsay Davenport,9
2002-08-12,Lindsay Davenport,9
2002-08-19,Lindsay Davenport,10
2002-08-26,Lindsay Davenport,10
2002-09-02,Lindsay Davenport,10
2002-09-09,Lindsay Davenport,9
2002-09-16,Lindsay Davenport,9
2002-09-23,Lindsay Davenport,9
2002-09-30,Lindsay Davenport,8
2002-10-07,Lindsay Davenport,7
2002-10-14,Lindsay Davenport,10
2002-10-21,Lindsay Davenport,10
2002-10-28,Lindsay Davenport,11
2002-11-04,Lindsay Davenport,12
2002-11-11,Lindsay Davenport,12
2002-11-18,Lindsay Davenport,12
2002-11-25,Lindsay Davenport,12
2002-12-02,Lindsay Davenport,12
2002-12-09,Lindsay Davenport,12
