date,player,rank
2006-06-05,Ana Ivanovic,21
2006-06-12,Ana Ivanovic,23
2006-06-19,Ana Ivanovic,22
2006-06-26,Ana Ivanovic,22
2006-07-03,Ana Ivanovic,22
2006-07-10,Ana Ivanovic,20
2006-07-17,Ana Ivanovic,20
2006-07-24,Ana Ivanovic,20
2006-07-31,Ana Ivanovic,20
2006-08-07,Ana Ivanovic,19
2006-08-14,Ana Ivanovic,19
2006-08-21,Ana Ivanovic,17
2006-08-28,Ana Ivanovic,17
2006-09-04,Ana Ivanovic,17
2006-09-11,Ana Ivanovic,15
2006-09-18,Ana Ivanovic,15
2006-09-25,Ana Ivanovic,15
2006-10-02,Ana Ivanovic,15
2006-10-09,Ana Ivanovic,15
2006-10-16,Ana Ivanovic,13
2006-10-23,Ana Ivanovic,15
2006-10-30,Ana Ivanovic,14
2006-11-06,Ana Ivanovic,14
2006-11-13,Ana Ivanovic,14
2006-11-20,Ana Ivanovic,14
2006-11-27,Ana Ivanovic,14
2006-12-04,Ana Ivanovic,14
2006-12-11,Ana Ivanovic,14
2006-12-18,Ana Ivanovic,14
2006-12-25,Ana Ivanovic,14
2007-01-01,Ana Ivanovic,14
2007-01-08,Ana Ivanovic,14
2007-01-15,Ana Ivanovic,14
2007-01-22,Ana Ivanovic,14
2007-01-29,Ana Ivanovic,16
2007-02-05,Ana Ivanovic,14
2007-02-12,Ana Ivanovic,14
2007-02-19,Ana Ivanovic,14
2007-02-26,Ana Ivanovic,14
2007-03-05,Ana Ivanovic,14
2007-03-12,Ana Ivanovic,14
2007-03-19,Ana Ivanovic,15
2007-03-26,Ana Ivanovic,15
2007-04-02,Ana Ivanovic,17
2007-04-09,Ana Ivanovic,17
2007-04-16,Ana Ivanovic,15
2007-04-23,Ana Ivanovic,15
2007-04-30,Ana Ivanovic,15
2007-05-07,Ana Ivanovic,16
2007-05-14,Ana Ivanovic,8
2007-05-21,Ana Ivanovic,8
2007-05-28,Ana Ivanovic,7
2007-06-04,Ana Ivanovic,7
2007-06-11,Ana Ivanovic,6
2007-06-18,Ana Ivanovic,6
2007-06-25,Ana Ivanovic,6
2007-07-02,Ana Ivanovic,6
2007-07-09,Ana Ivanovic,5
2007-07-16,Ana Ivanovic,5
2007-07-23,Ana Ivanovic,5
2007-07-30,Ana Ivanovic,5
2007-08-06,Ana Ivanovic,5
2007-08-13,Ana Ivanovic,4
2007-08-20,Ana Ivanovic,5
2007-08-27,Ana Ivanovic,5
2007-09-03,Ana Ivanovic,5
2007-09-10,Ana Ivanovic,6
2007-09-17,Ana Ivanovic,6
2007-09-24,Ana Ivanovic,6
2007-10-01,Ana Ivanovic,5
2007-10-08,Ana Ivanovic,5
2007-10-15,Ana Ivanovic,4
2007-10-22,Ana Ivanovic,4
2007-10-29,Ana Ivanovic,4
2007-11-05,Ana Ivanovic,4
2007-11-12,Ana Ivanovic,4
2007-11-19,Ana Ivanovic,4
2007-11-26,Ana Ivanovic,4
2007-12-03,Ana Ivanovic,4
2007-12-10,Ana Ivanovic,4
2007-12-17,Ana Ivanovic,4
2007-12-24,Ana Ivanovic,4
2007-12-31,Ana Ivanovic,4
2008-01-07,Ana Ivanovic,4
2008-01-14,Ana Ivanovic,3
2008-01-21,Ana Ivanovic,3
2008-01-28,Ana Ivanovic,2
2008-02-04,Ana Ivanovic,2
2008-02-11,Ana Ivanovic,2
2008-02-18,Ana Ivanovic,3
2008-02-25,Ana Ivanovic,2
2008-03-03,Ana Ivanovic,2
2008-03-10,Ana Ivanovic,2
2008-03-17,Ana Ivanovic,2
2008-03-24,Ana Ivanovic,2
2008-03-31,Ana Ivanovic,2
2008-04-07,Ana Ivanovic,2
2008-04-14,Ana Ivanovic,2
2008-04-21,Ana Ivanovic,2
2008-04-28,Ana Ivanovic,2
2008-05-05,Ana Ivanovic,2
2008-05-12,Ana Ivanovic,3
2008-05-19,Ana Ivanovic,2
2008-05-26,Ana Ivanovic,2
2008-06-02,Ana Ivanovic,2
2008-06-09,Ana Ivanovic,1
2008-06-16,Ana Ivanovic,1
2008-06-23,Ana Ivanovic,1
2008-06-30,Ana Ivanovic,1
2008-07-07,Ana Ivanovic,1
2008-07-14,Ana Ivanovic,1
2008-07-21,Ana Ivanovic,1
2008-07-28,Ana Ivanovic,1
2008-08-04,Ana Ivanovic,1
2008-08-11,Ana Ivanovic,2
2008-08-18,Ana Ivanovic,1
2008-08-25,Ana Ivanovic,1
2008-09-01,Ana Ivanovic,1
2008-09-08,Ana Ivanovic,3
2008-09-15,Ana Ivanovic,3
2008-09-22,Ana Ivanovic,4
2008-09-29,Ana Ivanovic,5
2008-10-06,Ana Ivanovic,5
2008-10-13,Ana Ivanovic,4
2008-10-20,Ana Ivanovic,4
2008-10-27,Ana Ivanovic,4
2008-11-03,Ana Ivanovic,4
2008-11-10,Ana Ivanovic,5
2008-11-17,Ana Ivanovic,5
2008-11-24,Ana Ivanovic,5
2008-12-01,Ana Ivanovic,5
2008-12-08,Ana Ivanovic,5
2008-12-15,Ana Ivanovic,5
2008-12-22,Ana Ivanovic,5
2008-12-29,Ana Ivanovic,5
2009-01-05,Ana Ivanovic,5
2009-01-12,Ana Ivanovic,5
2009-01-19,Ana Ivanovic,5
2009-01-26,Ana Ivanovic,5
2009-02-02,Ana Ivanovic,8
2009-02-09,Ana Ivanovic,8
2009-02-16,Ana Ivanovic,8
2009-02-23,Ana Ivanovic,7
2009-03-02,Ana Ivanovic,7
2009-03-09,Ana Ivanovic,7
2009-03-16,Ana Ivanovic,7
2009-03-23,Ana Ivanovic,7
2009-03-30,Ana Ivanovic,7
2009-04-06,Ana Ivanovic,7
2009-04-13,Ana Ivanovic,7
2009-04-20,Ana Ivanovic,7
2009-04-27,Ana Ivanovic,7
2009-05-04,Ana Ivanovic,7
2009-05-11,Ana Ivanovic,8
2009-05-18,Ana Ivanovic,8
2009-05-25,Ana Ivanovic,8
2009-06-01,Ana Ivanovic,8
2009-06-08,Ana Ivanovic,13
2009-06-15,Ana Ivanovic,13
2009-06-22,Ana Ivanovic,12
2009-06-29,Ana Ivanovic,12
2009-07-06,Ana Ivanovic,11
2009-07-13,Ana Ivanovic,11
2009-07-20,Ana Ivanovic,11
2009-07-27,Ana Ivanovic,11
2009-08-03,Ana Ivanovic,11
2009-08-10,Ana Ivanovic,11
2009-08-17,Ana Ivanovic,11
2009-08-24,Ana Ivanovic,11
2009-08-31,Ana Ivanovic,11
2009-09-07,Ana Ivanovic,11
2009-09-14,Ana Ivanovic,11
2009-09-21,Ana Ivanovic,11
2009-09-28,Ana Ivanovic,11
2009-10-05,Ana Ivanovic,12
2009-10-12,Ana Ivanovic,13
2009-10-19,Ana Ivanovic,14
2009-10-26,Ana Ivanovic,22
2009-11-02,Ana Ivanovic,22
2009-11-09,Ana Ivanovic,22
2009-11-16,Ana Ivanovic,22
2009-11-23,Ana Ivanovic,22
2009-11-30,Ana Ivanovic,22
2009-12-07,Ana Ivanovic,22
2009-12-14,Ana Ivanovic,21
2009-12-21,Ana Ivanovic,21
2009-12-28,Ana Ivanovic,21
2010-01-04,Ana Ivanovic,21
2010-01-11,Ana Ivanovic,21
2010-01-18,Ana Ivanovic,21
2010-01-25,Ana Ivanovic,21
2010-02-01,Ana Ivanovic,23
2010-02-08,Ana Ivanovic,23
2010-02-15,Ana Ivanovic,23
2010-02-22,Ana Ivanovic,26
2010-03-01,Ana Ivanovic,27
2010-03-08,Ana Ivanovic,28
2010-03-15,Ana Ivanovic,28
2010-03-22,Ana Ivanovic,58
2010-03-29,Ana Ivanovic,58
2010-04-05,Ana Ivanovic,57
2010-04-12,Ana Ivanovic,58
2010-04-19,Ana Ivanovic,57
2010-04-26,Ana Ivanovic,57
2010-05-03,Ana Ivanovic,58
2010-05-10,Ana Ivanovic,42
2010-05-17,Ana Ivanovic,41
2010-05-24,Ana Ivanovic,42
2010-05-31,Ana Ivanovic,42
2010-06-07,Ana Ivanovic,46
2010-06-14,Ana Ivanovic,45
2010-06-21,Ana Ivanovic,45
2010-06-28,Ana Ivanovic,45
2010-07-05,Ana Ivanovic,64
2010-07-12,Ana Ivanovic,65
2010-07-19,Ana Ivanovic,63
2010-07-26,Ana Ivanovic,63
2010-08-02,Ana Ivanovic,60
2010-08-09,Ana Ivanovic,62
2010-08-16,Ana Ivanovic,39
2010-08-23,Ana Ivanovic,41
2010-08-30,Ana Ivanovic,40
2010-09-06,Ana Ivanovic,40
2010-09-13,Ana Ivanovic,37
2010-09-20,Ana Ivanovic,37
2010-09-27,Ana Ivanovic,38
2010-10-04,Ana Ivanovic,36
2010-10-11,Ana Ivanovic,29
2010-10-18,Ana Ivanovic,26
2010-10-25,Ana Ivanovic,24
2010-11-01,Ana Ivanovic,24
2010-11-08,Ana Ivanovic,17
2010-11-15,Ana Ivanovic,17
2010-11-22,Ana Ivanovic,17
2010-11-29,Ana Ivanovic,17
2010-12-06,Ana Ivanovic,17
2010-12-13,Ana Ivanovic,17
2010-12-20,Ana Ivanovic,17
2010-12-27,Ana Ivanovic,17
2011-01-03,Ana Ivanovic,17
2011-01-10,Ana Ivanovic,21
2011-01-17,Ana Ivanovic,20
2011-01-24,Ana Ivanovic,20
2011-01-31,Ana Ivanovic,19
2011-02-07,Ana Ivanovic,19
2011-02-14,Ana Ivanovic,19
2011-02-21,Ana Ivanovic,21
2011-02-28,Ana Ivanovic,21
2011-03-07,Ana Ivanovic,21
2011-03-14,Ana Ivanovic,21
2011-03-21,Ana Ivanovic,19
2011-03-28,Ana Ivanovic,19
2011-04-04,Ana Ivanovic,17
2011-04-11,Ana Ivanovic,17
2011-04-18,Ana Ivanovic,17
2011-04-25,Ana Ivanovic,18
2011-05-02,Ana Ivanovic,17
2011-05-09,Ana Ivanovic,22
2011-05-16,Ana Ivanovic,21
2011-05-23,Ana Ivanovic,21
2011-05-30,Ana Ivanovic,21
2011-06-06,Ana Ivanovic,19
2011-06-13,Ana Ivanovic,18
2011-06-20,Ana Ivanovic,18
2011-06-27,Ana Ivanovic,18
2011-07-04,Ana Ivanovic,18
2011-07-11,Ana Ivanovic,18
2011-07-18,Ana Ivanovic,18
2011-07-25,Ana Ivanovic,17
2011-08-01,Ana Ivanovic,18
2011-08-08,Ana Ivanovic,16
2011-08-15,Ana Ivanovic,17
2011-08-22,Ana Ivanovic,17
2011-08-29,Ana Ivanovic,19
2011-09-05,Ana Ivanovic,19
2011-09-12,Ana Ivanovic,20
2011-09-19,Ana Ivanovic,20
2011-09-26,Ana Ivanovic,21
2011-10-03,Ana Ivanovic,18
2011-10-10,Ana Ivanovic,20
2011-10-17,Ana Ivanovic,23
2011-10-24,Ana Ivanovic,26
2011-10-31,Ana Ivanovic,26
2011-11-07,Ana Ivanovic,22
2011-11-14,Ana Ivanovic,22
2011-11-21,Ana Ivanovic,22
2011-11-28,Ana Ivanovic,22
2011-12-05,Ana Ivanovic,22
2011-12-12,Ana Ivanovic,22
2011-12-19,Ana Ivanovic,22
2011-12-26,Ana Ivanovic,22
2012-01-02,Ana Ivanovic,22
2012-01-09,Ana Ivanovic,22
2012-01-16,Ana Ivanovic,22
2012-01-23,Ana Ivanovic,22
2012-01-30,Ana Ivanovic,18
2012-02-06,Ana Ivanovic,18
2012-02-13,Ana Ivanovic,19
2012-02-20,Ana Ivanovic,18
2012-02-27,Ana Ivanovic,17
2012-03-05,Ana Ivanovic,16
2012-03-12,Ana Ivanovic,16
2012-03-19,Ana Ivanovic,16
2012-03-26,Ana Ivanovic,16
2012-04-02,Ana Ivanovic,14
2012-04-09,Ana Ivanovic,14
2012-04-16,Ana Ivanovic,15
2012-04-23,Ana Ivanovic,15
2012-04-30,Ana Ivanovic,15
2012-05-07,Ana Ivanovic,15
2012-05-14,Ana Ivanovic,15
2012-05-21,Ana Ivanovic,13
2012-05-28,Ana Ivanovic,14
2012-06-04,Ana Ivanovic,14
2012-06-11,Ana Ivanovic,14
2012-06-18,Ana Ivanovic,14
2012-06-25,Ana Ivanovic,14
2012-07-02,Ana Ivanovic,14
2012-07-09,Ana Ivanovic,12
2012-07-16,Ana Ivanovic,12
2012-07-23,Ana Ivanovic,12
2012-07-30,Ana Ivanovic,12
2012-08-06,Ana Ivanovic,12
2012-08-13,Ana Ivanovic,12
2012-08-20,Ana Ivanovic,12
2012-08-27,Ana Ivanovic,13
2012-09-03,Ana Ivanovic,13
2012-09-10,Ana Ivanovic,12
2012-09-17,Ana Ivanovic,12
2012-09-24,Ana Ivanovic,12
2012-10-01,Ana Ivanovic,12
2012-10-08,Ana Ivanovic,12
2012-10-15,Ana Ivanovic,12
2012-10-22,Ana Ivanovic,12
2012-10-29,Ana Ivanovic,12
2012-11-05,Ana Ivanovic,13
2012-11-12,Ana Ivanovic,13
2012-11-19,Ana Ivanovic,13
2012-11-26,Ana Ivanovic,13
2012-12-03,Ana Ivanovic,13
2012-12-10,Ana Ivanovic,13
2012-12-17,Ana Ivanovic,13
2012-12-24,Ana Ivanovic,13
2012-12-31,Ana Ivanovic,13
2013-01-07,Ana Ivanovic,13
2013-01-14,Ana Ivanovic,13
2013-01-21,Ana Ivanovic,13
2013-01-28,Ana Ivanovic,13
2013-02-04,Ana Ivanovic,14
2013-02-11,Ana Ivanovic,13
2013-02-18,Ana Ivanovic,13
2013-02-25,Ana Ivanovic,13
2013-03-04,Ana Ivanovic,13
2013-03-11,Ana Ivanovic,13
2013-03-18,Ana Ivanovic,17
2013-03-25,Ana Ivanovic,17
2013-04-01,Ana Ivanovic,17
2013-04-08,Ana Ivanovic,17
2013-04-15,Ana Ivanovic,17
2013-04-22,Ana Ivanovic,17
2013-04-29,Ana Ivanovic,16
2013-05-06,Ana Ivanovic,16
2013-05-13,Ana Ivanovic,13
2013-05-20,Ana Ivanovic,14
2013-05-27,Ana Ivanovic,14
2013-06-03,Ana Ivanovic,14
2013-06-10,Ana Ivanovic,12
2013-06-17,Ana Ivanovic,12
2013-06-24,Ana Ivanovic,12
2013-07-01,Ana Ivanovic,12
2013-07-08,Ana Ivanovic,17
2013-07-15,Ana Ivanovic,17
2013-07-22,Ana Ivanovic,17
2013-07-29,Ana Ivanovic,17
2013-08-05,Ana Ivanovic,15
2013-08-12,Ana Ivanovic,14
2013-08-19,Ana Ivanovic,15
2013-08-26,Ana Ivanovic,15
2013-09-02,Ana Ivanovic,15
2013-09-09,Ana Ivanovic,17
2013-09-16,Ana Ivanovic,16
2013-09-23,Ana Ivanovic,16
2013-09-30,Ana Ivanovic,14
2013-10-07,Ana Ivanovic,16
2013-10-14,Ana Ivanovic,14
2013-10-21,Ana Ivanovic,16
2013-10-28,Ana Ivanovic,16
2013-11-04,Ana Ivanovic,16
2013-11-11,Ana Ivanovic,16
2013-11-18,Ana Ivanovic,16
2013-11-25,Ana Ivanovic,16
2013-12-02,Ana Ivanovic,16
2013-12-09,Ana Ivanovic,16
2013-12-16,Ana Ivanovic,16
2013-12-23,Ana Ivanovic,16
2013-12-30,Ana Ivanovic,16
2014-01-06,Ana Ivanovic,14
2014-01-13,Ana Ivanovic,14
2014-01-20,Ana Ivanovic,14
2014-01-27,Ana Ivanovic,12
2014-02-03,Ana Ivanovic,12
2014-02-10,Ana Ivanovic,12
2014-02-17,Ana Ivanovic,12
2014-02-24,Ana Ivanovic,12
2014-03-03,Ana Ivanovic,13
2014-03-10,Ana Ivanovic,13
2014-03-17,Ana Ivanovic,13
2014-03-24,Ana Ivanovic,13
2014-03-31,Ana Ivanovic,13
2014-04-07,Ana Ivanovic,12
2014-04-14,Ana Ivanovic,12
2014-04-21,Ana Ivanovic,12
2014-04-28,Ana Ivanovic,12
2014-05-05,Ana Ivanovic,12
2014-05-12,Ana Ivanovic,13
2014-05-19,Ana Ivanovic,12
2014-05-26,Ana Ivanovic,12
2014-06-02,Ana Ivanovic,12
2014-06-09,Ana Ivanovic,13
2014-06-16,Ana Ivanovic,11
2014-06-23,Ana Ivanovic,11
2014-06-30,Ana Ivanovic,11
2014-07-07,Ana Ivanovic,11
2014-07-14,Ana Ivanovic,11
1986-12-22,Arantxa Sanchez-Vicario,81
1986-12-29,Arantxa Sanchez-Vicario,81
1987-01-05,Arantxa Sanchez-Vicario,79
1987-01-12,Arantxa Sanchez-Vicario,79
1987-01-19,Arantxa Sanchez-Vicario,75
1987-01-26,Arantxa Sanchez-Vicario,75
1987-02-02,Arantxa Sanchez-Vicario,76
1987-02-09,Arantxa Sanchez-Vicario,76
1987-02-16,Arantxa Sanchez-Vicario,85
1987-02-23,Arantxa Sanchez-Vicario,85
1987-03-02,Arantxa Sanchez-Vicario,92
1987-03-09,Arantxa Sanchez-Vicario,92
1987-03-16,Arantxa Sanchez-Vicario,98
1987-03-23,Arantxa Sanchez-Vicario,98
1987-03-30,Arantxa Sanchez-Vicario,97
1987-04-06,Arantxa Sanchez-Vicario,97
1987-04-13,Arantxa Sanchez-Vicario,97
1987-04-20,Arantxa Sanchez-Vicario,97
1987-04-27,Arantxa Sanchez-Vicario,89
1987-05-04,Arantxa Sanchez-Vicario,89
1987-05-11,Arantxa Sanchez-Vicario,79
1987-05-18,Arantxa Sanchez-Vicario,79
1987-05-25,Arantxa Sanchez-Vicario,74
1987-06-01,Arantxa Sanchez-Vicario,74
1987-06-08,Arantxa Sanchez-Vicario,52
1987-06-15,Arantxa Sanchez-Vicario,52
1987-06-22,Arantxa Sanchez-Vicario,51
1987-06-29,Arantxa Sanchez-Vicario,51
1987-07-06,Arantxa Sanchez-Vicario,51
1987-07-13,Arantxa Sanchez-Vicario,51
1987-07-20,Arantxa Sanchez-Vicario,49
1987-07-27,Arantxa Sanchez-Vicario,49
1987-08-03,Arantxa Sanchez-Vicario,50
1987-08-10,Arantxa Sanchez-Vicario,50
1987-08-17,Arantxa Sanchez-Vicario,52
1987-08-24,Arantxa Sanchez-Vicario,52
1987-08-31,Arantxa Sanchez-Vicario,49
1987-09-07,Arantxa Sanchez-Vicario,49
1987-09-14,Arantxa Sanchez-Vicario,50
1987-09-21,Arantxa Sanchez-Vicario,50
1987-09-28,Arantxa Sanchez-Vicario,49
1987-10-05,Arantxa Sanchez-Vicario,49
1987-10-12,Arantxa Sanchez-Vicario,47
1987-10-19,Arantxa Sanchez-Vicario,47
1987-10-26,Arantxa Sanchez-Vicario,48
1987-11-02,Arantxa Sanchez-Vicario,48
1987-11-09,Arantxa Sanchez-Vicario,45
1987-11-16,Arantxa Sanchez-Vicario,45
1987-11-23,Arantxa Sanchez-Vicario,47
1987-11-30,Arantxa Sanchez-Vicario,47
1987-12-07,Arantxa Sanchez-Vicario,54
1987-12-14,Arantxa Sanchez-Vicario,54
1987-12-21,Arantxa Sanchez-Vicario,54
1987-12-28,Arantxa Sanchez-Vicario,54
1988-01-04,Arantxa Sanchez-Vicario,56
1988-01-11,Arantxa Sanchez-Vicario,56
1988-01-18,Arantxa Sanchez-Vicario,58
1988-01-25,Arantxa Sanchez-Vicario,58
1988-02-01,Arantxa Sanchez-Vicario,58
1988-02-08,Arantxa Sanchez-Vicario,58
1988-02-15,Arantxa Sanchez-Vicario,45
1988-02-22,Arantxa Sanchez-Vicario,45
1988-02-29,Arantxa Sanchez-Vicario,47
1988-03-07,Arantxa Sanchez-Vicario,47
1988-03-14,Arantxa Sanchez-Vicario,47
1988-03-21,Arantxa Sanchez-Vicario,47
1988-03-28,Arantxa Sanchez-Vicario,45
1988-04-04,Arantxa Sanchez-Vicario,45
1988-04-11,Arantxa Sanchez-Vicario,26
1988-04-18,Arantxa Sanchez-Vicario,26
1988-04-25,Arantxa Sanchez-Vicario,23
1988-05-02,Arantxa Sanchez-Vicario,23
1988-05-09,Arantxa Sanchez-Vicario,22
1988-05-16,Arantxa Sanchez-Vicario,22
1988-05-23,Arantxa Sanchez-Vicario,22
1988-05-30,Arantxa Sanchez-Vicario,22
1988-06-06,Arantxa Sanchez-Vicario,21
1988-06-13,Arantxa Sanchez-Vicario,21
1988-06-20,Arantxa Sanchez-Vicario,21
1988-06-27,Arantxa Sanchez-Vicario,21
1988-07-04,Arantxa Sanchez-Vicario,21
1988-07-11,Arantxa Sanchez-Vicario,21
1988-07-18,Arantxa Sanchez-Vicario,19
1988-07-25,Arantxa Sanchez-Vicario,19
1988-08-01,Arantxa Sanchez-Vicario,20
1988-08-08,Arantxa Sanchez-Vicario,20
1988-08-15,Arantxa Sanchez-Vicario,21
1988-08-22,Arantxa Sanchez-Vicario,21
1988-08-29,Arantxa Sanchez-Vicario,21
1988-09-05,Arantxa Sanchez-Vicario,21
1988-09-12,Arantxa Sanchez-Vicario,20
1988-09-19,Arantxa Sanchez-Vicario,20
1988-09-26,Arantxa Sanchez-Vicario,19
1988-10-03,Arantxa Sanchez-Vicario,19
1988-10-10,Arantxa Sanchez-Vicario,18
1988-10-17,Arantxa Sanchez-Vicario,18
1988-10-24,Arantxa Sanchez-Vicario,19
1988-10-31,Arantxa Sanchez-Vicario,19
1988-11-07,Arantxa Sanchez-Vicario,18
1988-11-14,Arantxa Sanchez-Vicario,18
1988-11-21,Arantxa Sanchez-Vicario,18
1988-11-28,Arantxa Sanchez-Vicario,18
1988-12-05,Arantxa Sanchez-Vicario,18
1988-12-12,Arantxa Sanchez-Vicario,18
1988-12-19,Arantxa Sanchez-Vicario,18
1988-12-26,Arantxa Sanchez-Vicario,18
1989-01-02,Arantxa Sanchez-Vicario,18
1989-01-09,Arantxa Sanchez-Vicario,18
1989-01-16,Arantxa Sanchez-Vicario,18
1989-01-23,Arantxa Sanchez-Vicario,18
1989-01-30,Arantxa Sanchez-Vicario,18
1989-02-06,Arantxa Sanchez-Vicario,18
1989-02-13,Arantxa Sanchez-Vicario,18
1989-02-20,Arantxa Sanchez-Vicario,18
1989-02-27,Arantxa Sanchez-Vicario,19
1989-03-06,Arantxa Sanchez-Vicario,19
1989-03-13,Arantxa Sanchez-Vicario,17
1989-03-20,Arantxa Sanchez-Vicario,17
1989-03-27,Arantxa Sanchez-Vicario,17
1989-04-03,Arantxa Sanchez-Vicario,17
1989-04-10,Arantxa Sanchez-Vicario,18
1989-04-17,Arantxa Sanchez-Vicario,18
1989-04-24,Arantxa Sanchez-Vicario,18
1989-05-01,Arantxa Sanchez-Vicario,18
1989-05-08,Arantxa Sanchez-Vicario,11
1989-05-15,Arantxa Sanchez-Vicario,11
1989-05-22,Arantxa Sanchez-Vicario,10
1989-05-29,Arantxa Sanchez-Vicario,10
1989-06-05,Arantxa Sanchez-Vicario,10
1989-06-12,Arantxa Sanchez-Vicario,10
1989-06-19,Arantxa Sanchez-Vicario,8
1989-06-26,Arantxa Sanchez-Vicario,8
1989-07-03,Arantxa Sanchez-Vicario,7
1989-07-10,Arantxa Sanchez-Vicario,7
1989-07-17,Arantxa Sanchez-Vicario,6
1989-07-24,Arantxa Sanchez-Vicario,6
1989-07-31,Arantxa Sanchez-Vicario,5
1989-08-07,Arantxa Sanchez-Vicario,5
1989-08-14,Arantxa Sanchez-Vicario,6
1989-08-21,Arantxa Sanchez-Vicario,6
1989-08-28,Arantxa Sanchez-Vicario,5
1989-09-04,Arantxa Sanchez-Vicario,5
1989-09-11,Arantxa Sanchez-Vicario,4
1989-09-18,Arantxa Sanchez-Vicario,4
1989-09-25,Arantxa Sanchez-Vicario,5
1989-10-02,Arantxa Sanchez-Vicario,5
1989-10-09,Arantxa Sanchez-Vicario,4
1989-10-16,Arantxa Sanchez-Vicario,4
1989-10-23,Arantxa Sanchez-Vicario,4
1989-10-30,Arantxa Sanchez-Vicario,4
1989-11-06,Arantxa Sanchez-Vicario,4
1989-11-13,Arantxa Sanchez-Vicario,4
1989-11-20,Arantxa Sanchez-Vicario,5
1989-11-27,Arantxa Sanchez-Vicario,5
1989-12-04,Arantxa Sanchez-Vicario,5
1989-12-11,Arantxa Sanchez-Vicario,5
1989-12-18,Arantxa Sanchez-Vicario,5
1989-12-25,Arantxa Sanchez-Vicario,5
1990-01-01,Arantxa Sanchez-Vicario,5
1990-01-08,Arantxa Sanchez-Vicario,5
1990-01-15,Arantxa Sanchez-Vicario,5
1990-01-22,Arantxa Sanchez-Vicario,5
1990-01-29,Arantxa Sanchez-Vicario,5
1990-02-05,Arantxa Sanchez-Vicario,5
1990-02-12,Arantxa Sanchez-Vicario,5
1990-02-19,Arantxa Sanchez-Vicario,5
1990-02-26,Arantxa Sanchez-Vicario,5
1990-03-05,Arantxa Sanchez-Vicario,5
1990-03-12,Arantxa Sanchez-Vicario,6
1990-03-19,Arantxa Sanchez-Vicario,5
1990-03-26,Arantxa Sanchez-Vicario,5
1990-04-02,Arantxa Sanchez-Vicario,5
1990-04-09,Arantxa Sanchez-Vicario,5
1990-04-16,Arantxa Sanchez-Vicario,5
1990-04-23,Arantxa Sanchez-Vicario,5
1990-04-30,Arantxa Sanchez-Vicario,4
1990-05-07,Arantxa Sanchez-Vicario,3
1990-05-14,Arantxa Sanchez-Vicario,4
1990-05-21,Arantxa Sanchez-Vicario,4
1990-05-28,Arantxa Sanchez-Vicario,4
1990-06-04,Arantxa Sanchez-Vicario,4
1990-06-11,Arantxa Sanchez-Vicario,6
1990-06-18,Arantxa Sanchez-Vicario,6
1990-06-25,Arantxa Sanchez-Vicario,6
1990-07-02,Arantxa Sanchez-Vicario,6
1990-07-09,Arantxa Sanchez-Vicario,7
1990-07-16,Arantxa Sanchez-Vicario,7
1990-07-23,Arantxa Sanchez-Vicario,6
1990-07-30,Arantxa Sanchez-Vicario,6
1990-08-06,Arantxa Sanchez-Vicario,7
1990-08-13,Arantxa Sanchez-Vicario,7
1990-08-20,Arantxa Sanchez-Vicario,6
1990-08-27,Arantxa Sanchez-Vicario,7
1990-09-03,Arantxa Sanchez-Vicario,7
1990-09-10,Arantxa Sanchez-Vicario,6
1990-09-17,Arantxa Sanchez-Vicario,7
1990-09-24,Arantxa Sanchez-Vicario,6
1990-10-01,Arantxa Sanchez-Vicario,6
1990-10-08,Arantxa Sanchez-Vicario,6
1990-10-15,Arantxa Sanchez-Vicario,5
1990-10-22,Arantxa Sanchez-Vicario,6
1990-10-29,Arantxa Sanchez-Vicario,6
1990-11-05,Arantxa Sanchez-Vicario,6
1990-11-12,Arantxa Sanchez-Vicario,7
1990-11-19,Arantxa Sanchez-Vicario,7
1990-11-26,Arantxa Sanchez-Vicario,7
1990-12-03,Arantxa Sanchez-Vicario,7
1990-12-10,Arantxa Sanchez-Vicario,7
1990-12-17,Arantxa Sanchez-Vicario,7
1990-12-24,Arantxa Sanchez-Vicario,7
1990-12-31,Arantxa Sanchez-Vicario,7
1991-01-07,Arantxa Sanchez-Vicario,7
1991-01-14,Arantxa Sanchez-Vicario,6
1991-01-21,Arantxa Sanchez-Vicario,6
1991-01-28,Arantxa Sanchez-Vicario,6
1991-02-04,Arantxa Sanchez-Vicario,6
1991-02-11,Arantxa Sanchez-Vicario,6
1991-02-18,Arantxa Sanchez-Vicario,6
1991-02-25,Arantxa Sanchez-Vicario,6
1991-03-04,Arantxa Sanchez-Vicario,6
1991-03-11,Arantxa Sanchez-Vicario,5
1991-03-18,Arantxa Sanchez-Vicario,5
1991-03-25,Arantxa Sanchez-Vicario,5
1991-04-01,Arantxa Sanchez-Vicario,7
1991-04-08,Arantxa Sanchez-Vicario,5
1991-04-15,Arantxa Sanchez-Vicario,6
1991-04-22,Arantxa Sanchez-Vicario,6
1991-04-29,Arantxa Sanchez-Vicario,7
1991-05-06,Arantxa Sanchez-Vicario,7
1991-05-13,Arantxa Sanchez-Vicario,6
1991-05-20,Arantxa Sanchez-Vicario,6
1991-05-27,Arantxa Sanchez-Vicario,6
1991-06-03,Arantxa Sanchez-Vicario,6
1991-06-10,Arantxa Sanchez-Vicario,5
1991-06-17,Arantxa Sanchez-Vicario,5
1991-06-24,Arantxa Sanchez-Vicario,5
1991-07-01,Arantxa Sanchez-Vicario,5
