date,player,rank
2003-07-14,Andre Agassi,1
2003-07-21,Andre Agassi,1
2003-07-28,Andre Agassi,1
2003-08-04,Andre Agassi,1
2003-08-11,Andre Agassi,1
2003-08-18,Andre Agassi,1
2003-08-25,Andre Agassi,1
2003-09-01,Andre Agassi,1
2003-09-08,Andre Agassi,4
2003-09-15,Andre Agassi,4
2003-09-22,Andre Agassi,4
2003-09-29,Andre Agassi,4
2003-10-06,Andre Agassi,4
2003-10-13,Andre Agassi,4
2003-10-20,Andre Agassi,4
2003-10-27,Andre Agassi,5
2003-11-03,Andre Agassi,5
2003-11-10,Andre Agassi,5
2003-11-17,Andre Agassi,4
2003-11-24,Andre Agassi,4
2003-12-01,Andre Agassi,4
2003-12-08,Andre Agassi,4
2003-12-15,Andre Agassi,4
2003-12-22,Andre Agassi,4
2003-12-29,Andre Agassi,4
2004-01-05,Andre Agassi,4
2004-01-12,Andre Agassi,4
2004-01-19,Andre Agassi,4
2004-01-26,Andre Agassi,4
2004-02-02,Andre Agassi,5
2004-02-09,Andre Agassi,5
2004-02-16,Andre Agassi,5
2004-02-23,Andre Agassi,5
2004-03-01,Andre Agassi,5
2004-03-08,Andre Agassi,5
2004-03-15,Andre Agassi,5
2004-03-22,Andre Agassi,5
2004-03-29,Andre Agassi,5
2004-04-05,Andre Agassi,5
2004-04-12,Andre Agassi,5
2004-04-19,Andre Agassi,5
2004-04-26,Andre Agassi,6
2004-05-03,Andre Agassi,6
2004-05-10,Andre Agassi,7
2004-05-17,Andre Agassi,6
2004-05-24,Andre Agassi,6
2004-05-31,Andre Agassi,6
2004-06-07,Andre Agassi,9
2004-06-14,Andre Agassi,9
2004-06-21,Andre Agassi,9
2004-06-28,Andre Agassi,9
2004-07-05,Andre Agassi,10
2004-07-12,Andre Agassi,10
2004-07-19,Andre Agassi,10
2004-07-26,Andre Agassi,11
2004-08-02,Andre Agassi,11
2004-08-09,Andre Agassi,7
2004-08-16,Andre Agassi,6
2004-08-23,Andre Agassi,7
2004-08-30,Andre Agassi,7
2004-09-06,Andre Agassi,7
2004-09-13,Andre Agassi,7
2004-09-20,Andre Agassi,7
2004-09-27,Andre Agassi,7
2004-10-04,Andre Agassi,7
2004-10-11,Andre Agassi,7
2004-10-18,Andre Agassi,7
2004-10-25,Andre Agassi,7
2004-11-01,Andre Agassi,6
2004-11-08,Andre Agassi,8
2004-11-15,Andre Agassi,8
2004-11-22,Andre Agassi,8
2004-11-29,Andre Agassi,8
2004-12-06,Andre Agassi,8
2004-12-13,Andre Agassi,8
2004-12-20,Andre Agassi,8
2004-12-27,Andre Agassi,8
2005-01-03,Andre Agassi,8
2005-01-10,Andre Agassi,8
2005-01-17,Andre Agassi,8
2005-01-24,Andre Agassi,8
2005-01-31,Andre Agassi,10
2005-02-07,Andre Agassi,10
2005-02-14,Andre Agassi,11
2005-02-21,Andre Agassi,10
2005-02-28,Andre Agassi,9
2005-03-07,Andre Agassi,9
2005-03-14,Andre Agassi,9
2005-03-21,Andre Agassi,10
2005-03-28,Andre Agassi,10
2005-04-04,Andre Agassi,10
2005-04-11,Andre Agassi,10
2005-04-18,Andre Agassi,10
2005-04-25,Andre Agassi,8
2005-05-02,Andre Agassi,9
2005-05-09,Andre Agassi,7
2005-05-16,Andre Agassi,7
2005-05-23,Andre Agassi,7
2005-05-30,Andre Agassi,7
2005-06-06,Andre Agassi,6
2005-06-13,Andre Agassi,6
2005-06-20,Andre Agassi,6
2005-06-27,Andre Agassi,6
2005-07-04,Andre Agassi,6
2005-07-11,Andre Agassi,6
2005-07-18,Andre Agassi,6
2005-07-25,Andre Agassi,6
2005-08-01,Andre Agassi,6
2005-08-08,Andre Agassi,7
2005-08-15,Andre Agassi,6
2005-08-22,Andre Agassi,7
2005-08-29,Andre Agassi,7
2005-09-05,Andre Agassi,7
2005-09-12,Andre Agassi,6
2005-09-19,Andre Agassi,6
2005-09-26,Andre Agassi,6
2005-10-03,Andre Agassi,6
2005-10-10,Andre Agassi,6
2005-10-17,Andre Agassi,6
2005-10-24,Andre Agassi,6
2005-10-31,Andre Agassi,6
2005-11-07,Andre Agassi,5
2005-11-14,Andre Agassi,5
2005-11-21,Andre Agassi,7
2005-11-28,Andre Agassi,7
2005-12-05,Andre Agassi,7
2005-12-12,Andre Agassi,7
2005-12-19,Andre Agassi,7
2005-12-26,Andre Agassi,7
2006-01-02,Andre Agassi,7
2006-01-09,Andre Agassi,7
2006-01-16,Andre Agassi,7
2006-01-23,Andre Agassi,7
2006-01-30,Andre Agassi,9
2006-02-06,Andre Agassi,8
2006-02-13,Andre Agassi,8
2006-02-20,Andre Agassi,8
2006-02-27,Andre Agassi,9
2006-03-06,Andre Agassi,9
2006-03-13,Andre Agassi,9
2006-03-20,Andre Agassi,10
2006-03-27,Andre Agassi,10
2006-04-03,Andre Agassi,11
2006-04-10,Andre Agassi,11
2006-04-17,Andre Agassi,10
2006-04-24,Andre Agassi,14
2006-05-01,Andre Agassi,15
2006-05-08,Andre Agassi,23
2006-05-15,Andre Agassi,22
2006-05-22,Andre Agassi,23
2006-05-29,Andre Agassi,23
2006-06-05,Andre Agassi,23
2006-06-12,Andre Agassi,21
2006-06-19,Andre Agassi,20
2006-06-26,Andre Agassi,20
2006-07-03,Andre Agassi,20
2006-07-10,Andre Agassi,20
2006-07-17,Andre Agassi,20
2006-07-24,Andre Agassi,18
2006-07-31,Andre Agassi,22
2006-08-07,Andre Agassi,22
2006-08-14,Andre Agassi,37
2006-08-21,Andre Agassi,37
2006-08-28,Andre Agassi,39
2006-09-04,Andre Agassi,39
2001-04-02,Andy Roddick,88
2001-04-09,Andy Roddick,87
2001-04-16,Andy Roddick,88
2001-04-23,Andy Roddick,89
2001-04-30,Andy Roddick,69
2001-05-07,Andy Roddick,46
2001-05-14,Andy Roddick,48
2001-05-21,Andy Roddick,48
2001-05-28,Andy Roddick,48
2001-06-04,Andy Roddick,48
2001-06-11,Andy Roddick,43
2001-06-18,Andy Roddick,40
2001-06-25,Andy Roddick,33
2001-07-02,Andy Roddick,33
2001-07-09,Andy Roddick,33
2001-07-16,Andy Roddick,34
2001-07-23,Andy Roddick,34
2001-07-30,Andy Roddick,35
2001-08-06,Andy Roddick,27
2001-08-13,Andy Roddick,30
2001-08-20,Andy Roddick,18
2001-08-27,Andy Roddick,18
2001-09-03,Andy Roddick,18
2001-09-10,Andy Roddick,15
2001-09-17,Andy Roddick,15
2001-09-24,Andy Roddick,15
2001-10-01,Andy Roddick,14
2001-10-08,Andy Roddick,15
2001-10-15,Andy Roddick,16
2001-10-22,Andy Roddick,16
2001-10-29,Andy Roddick,16
2001-11-05,Andy Roddick,15
2001-11-12,Andy Roddick,15
2001-11-19,Andy Roddick,14
2001-11-26,Andy Roddick,14
2001-12-03,Andy Roddick,14
2001-12-10,Andy Roddick,14
2001-12-17,Andy Roddick,14
2001-12-24,Andy Roddick,14
2001-12-31,Andy Roddick,14
2002-01-07,Andy Roddick,15
2002-01-14,Andy Roddick,15
2002-01-21,Andy Roddick,15
2002-01-28,Andy Roddick,17
2002-02-04,Andy Roddick,17
2002-02-11,Andy Roddick,17
2002-02-18,Andy Roddick,17
2002-02-25,Andy Roddick,13
2002-03-04,Andy Roddick,13
2002-03-11,Andy Roddick,12
2002-03-18,Andy Roddick,12
2002-03-25,Andy Roddick,12
2002-04-01,Andy Roddick,13
2002-04-08,Andy Roddick,13
2002-04-15,Andy Roddick,13
2002-04-22,Andy Roddick,13
2002-04-29,Andy Roddick,14
2002-05-06,Andy Roddick,14
2002-05-13,Andy Roddick,13
2002-05-20,Andy Roddick,14
2002-05-27,Andy Roddick,14
2002-06-03,Andy Roddick,14
2002-06-10,Andy Roddick,15
2002-06-17,Andy Roddick,14
2002-06-24,Andy Roddick,14
2002-07-01,Andy Roddick,14
2002-07-08,Andy Roddick,13
2002-07-15,Andy Roddick,12
2002-07-22,Andy Roddick,12
2002-07-29,Andy Roddick,12
2002-08-05,Andy Roddick,9
2002-08-12,Andy Roddick,9
2002-08-19,Andy Roddick,11
2002-08-26,Andy Roddick,11
2002-09-02,Andy Roddick,11
2002-09-09,Andy Roddick,11
2002-09-16,Andy Roddick,11
2002-09-23,Andy Roddick,11
2002-09-30,Andy Roddick,11
2002-10-07,Andy Roddick,11
2002-10-14,Andy Roddick,13
2002-10-21,Andy Roddick,12
2002-10-28,Andy Roddick,12
2002-11-04,Andy Roddick,9
2002-11-11,Andy Roddick,9
2002-11-18,Andy Roddick,10
2002-11-25,Andy Roddick,10
2002-12-02,Andy Roddick,10
2002-12-09,Andy Roddick,10
2002-12-16,Andy Roddick,10
2002-12-23,Andy Roddick,10
2002-12-30,Andy Roddick,10
2003-01-06,Andy Roddick,10
2003-01-13,Andy Roddick,10
2003-01-20,Andy Roddick,10
2003-01-27,Andy Roddick,6
2003-02-03,Andy Roddick,5
2003-02-10,Andy Roddick,5
2003-02-17,Andy Roddick,6
2003-02-24,Andy Roddick,6
2003-03-03,Andy Roddick,6
2003-03-10,Andy Roddick,6
2003-03-17,Andy Roddick,6
2003-03-24,Andy Roddick,6
2003-03-31,Andy Roddick,6
2003-04-07,Andy Roddick,6
2003-04-14,Andy Roddick,6
2003-04-21,Andy Roddick,6
2003-04-28,Andy Roddick,6
2003-05-05,Andy Roddick,6
2003-05-12,Andy Roddick,6
2003-05-19,Andy Roddick,6
2003-05-26,Andy Roddick,6
2003-06-02,Andy Roddick,6
2003-06-09,Andy Roddick,7
2003-06-16,Andy Roddick,6
2003-06-23,Andy Roddick,6
2003-06-30,Andy Roddick,6
2003-07-07,Andy Roddick,6
2003-07-14,Andy Roddick,6
2003-07-21,Andy Roddick,6
2003-07-28,Andy Roddick,6
2003-08-04,Andy Roddick,7
2003-08-11,Andy Roddick,4
2003-08-18,Andy Roddick,4
2003-08-25,Andy Roddick,4
2003-09-01,Andy Roddick,4
2003-09-08,Andy Roddick,2
2003-09-15,Andy Roddick,2
2003-09-22,Andy Roddick,2
2003-09-29,Andy Roddick,2
2003-10-06,Andy Roddick,2
2003-10-13,Andy Roddick,2
2003-10-20,Andy Roddick,2
2003-10-27,Andy Roddick,2
2003-11-03,Andy Roddick,1
2003-11-10,Andy Roddick,1
2003-11-17,Andy Roddick,1
2003-11-24,Andy Roddick,1
2003-12-01,Andy Roddick,1
2003-12-08,Andy Roddick,1
2003-12-15,Andy Roddick,1
2003-12-22,Andy Roddick,1
2003-12-29,Andy Roddick,1
2004-01-05,Andy Roddick,1
2004-01-12,Andy Roddick,1
2004-01-19,Andy Roddick,1
2004-01-26,Andy Roddick,1
2004-02-02,Andy Roddick,3
2004-02-09,Andy Roddick,3
2004-02-16,Andy Roddick,2
2004-02-23,Andy Roddick,3
2004-03-01,Andy Roddick,3
2004-03-08,Andy Roddick,3
2004-03-15,Andy Roddick,3
2004-03-22,Andy Roddick,3
2004-03-29,Andy Roddick,3
2004-04-05,Andy Roddick,2
2004-04-12,Andy Roddick,2
2004-04-19,Andy Roddick,2
2004-04-26,Andy Roddick,2
2004-05-03,Andy Roddick,2
2004-05-10,Andy Roddick,2
2004-05-17,Andy Roddick,2
2004-05-24,Andy Roddick,2
2004-05-31,Andy Roddick,2
2004-06-07,Andy Roddick,2
2004-06-14,Andy Roddick,2
2004-06-21,Andy Roddick,2
2004-06-28,Andy Roddick,2
2004-07-05,Andy Roddick,2
2004-07-12,Andy Roddick,2
2004-07-19,Andy Roddick,2
2004-07-26,Andy Roddick,2
2004-08-02,Andy Roddick,2
2004-08-09,Andy Roddick,2
2004-08-16,Andy Roddick,2
2004-08-23,Andy Roddick,2
2004-08-30,Andy Roddick,2
2004-09-06,Andy Roddick,2
2004-09-13,Andy Roddick,2
2004-09-20,Andy Roddick,2
2004-09-27,Andy Roddick,2
2004-10-04,Andy Roddick,2
2004-10-11,Andy Roddick,2
2004-10-18,Andy Roddick,2
2004-10-25,Andy Roddick,2
2004-11-01,Andy Roddick,2
2004-11-08,Andy Roddick,2
2004-11-15,Andy Roddick,2
2004-11-22,Andy Roddick,2
2004-11-29,Andy Roddick,2
2004-12-06,Andy Roddick,2
2004-12-13,Andy Roddick,2
2004-12-20,Andy Roddick,2
2004-12-27,Andy Roddick,2
2005-01-03,Andy Roddick,2
2005-01-10,Andy Roddick,2
2005-01-17,Andy Roddick,2
2005-01-24,Andy Roddick,2
2005-01-31,Andy Roddick,3
2005-02-07,Andy Roddick,3
2005-02-14,Andy Roddick,3
2005-02-21,Andy Roddick,3
2005-02-28,Andy Roddick,3
2005-03-07,Andy Roddick,3
2005-03-14,Andy Roddick,3
2005-03-21,Andy Roddick,3
2005-03-28,Andy Roddick,3
2005-04-04,Andy Roddick,3
2005-04-11,Andy Roddick,3
2005-04-18,Andy Roddick,4
2005-04-25,Andy Roddick,3
2005-05-02,Andy Roddick,3
2005-05-09,Andy Roddick,3
2005-05-16,Andy Roddick,3
2005-05-23,Andy Roddick,3
2005-05-30,Andy Roddick,3
2005-06-06,Andy Roddick,4
2005-06-13,Andy Roddick,4
2005-06-20,Andy Roddick,4
2005-06-27,Andy Roddick,4
2005-07-04,Andy Roddick,4
2005-07-11,Andy Roddick,4
2005-07-18,Andy Roddick,4
2005-07-25,Andy Roddick,4
2005-08-01,Andy Roddick,5
2005-08-08,Andy Roddick,5
2005-08-15,Andy Roddick,5
2005-08-22,Andy Roddick,4
2005-08-29,Andy Roddick,3
2005-09-05,Andy Roddick,3
2005-09-12,Andy Roddick,4
2005-09-19,Andy Roddick,3
2005-09-26,Andy Roddick,3
2005-10-03,Andy Roddick,4
2005-10-10,Andy Roddick,3
2005-10-17,Andy Roddick,3
2005-10-24,Andy Roddick,3
2005-10-31,Andy Roddick,3
2005-11-07,Andy Roddick,3
2005-11-14,Andy Roddick,3
2005-11-21,Andy Roddick,3
2005-11-28,Andy Roddick,3
2005-12-05,Andy Roddick,3
2005-12-12,Andy Roddick,3
2005-12-19,Andy Roddick,3
2005-12-26,Andy Roddick,3
2006-01-02,Andy Roddick,3
2006-01-09,Andy Roddick,3
2006-01-16,Andy Roddick,3
2006-01-23,Andy Roddick,3
2006-01-30,Andy Roddick,3
2006-02-06,Andy Roddick,3
2006-02-13,Andy Roddick,3
2006-02-20,Andy Roddick,3
2006-02-27,Andy Roddick,3
2006-03-06,Andy Roddick,3
2006-03-13,Andy Roddick,3
2006-03-20,Andy Roddick,4
2006-03-27,Andy Roddick,4
2006-04-03,Andy Roddick,4
2006-04-10,Andy Roddick,4
2006-04-17,Andy Roddick,4
2006-04-24,Andy Roddick,5
2006-05-01,Andy Roddick,5
2006-05-08,Andy Roddick,5
2006-05-15,Andy Roddick,4
2006-05-22,Andy Roddick,5
2006-05-29,Andy Roddick,5
2006-06-05,Andy Roddick,5
2006-06-12,Andy Roddick,5
2006-06-19,Andy Roddick,5
2006-06-26,Andy Roddick,5
2006-07-03,Andy Roddick,5
2006-07-10,Andy Roddick,11
2006-07-17,Andy Roddick,11
2006-07-24,Andy Roddick,10
2006-07-31,Andy Roddick,10
2006-08-07,Andy Roddick,11
2006-08-14,Andy Roddick,12
2006-08-21,Andy Roddick,10
2006-08-28,Andy Roddick,10
2006-09-04,Andy Roddick,10
2006-09-11,Andy Roddick,6
2006-09-18,Andy Roddick,6
2006-09-25,Andy Roddick,6
2006-10-02,Andy Roddick,6
2006-10-09,Andy Roddick,6
2006-10-16,Andy Roddick,6
2006-10-23,Andy Roddick,5
2006-10-30,Andy Roddick,6
2006-11-06,Andy Roddick,5
2006-11-13,Andy Roddick,5
2006-11-20,Andy Roddick,6
2006-11-27,Andy Roddick,6
2006-12-04,Andy Roddick,6
2006-12-11,Andy Roddick,6
2006-12-18,Andy Roddick,6
2006-12-25,Andy Roddick,6
2007-01-01,Andy Roddick,6
2007-01-08,Andy Roddick,6
2007-01-15,Andy Roddick,7
2007-01-22,Andy Roddick,7
2007-01-29,Andy Roddick,4
2007-02-05,Andy Roddick,4
2007-02-12,Andy Roddick,4
2007-02-19,Andy Roddick,4
2007-02-26,Andy Roddick,3
2007-03-05,Andy Roddick,3
2007-03-12,Andy Roddick,3
2007-03-19,Andy Roddick,3
2007-03-26,Andy Roddick,3
2007-04-02,Andy Roddick,3
2007-04-09,Andy Roddick,3
2007-04-16,Andy Roddick,3
2007-04-23,Andy Roddick,3
2007-04-30,Andy Roddick,3
2007-05-07,Andy Roddick,3
2007-05-14,Andy Roddick,4
2007-05-21,Andy Roddick,3
2007-05-28,Andy Roddick,3
2007-06-04,Andy Roddick,3
2007-06-11,Andy Roddick,5
2007-06-18,Andy Roddick,3
2007-06-25,Andy Roddick,3
2007-07-02,Andy Roddick,3
2007-07-09,Andy Roddick,4
2007-07-16,Andy Roddick,4
2007-07-23,Andy Roddick,5
2007-07-30,Andy Roddick,5
2007-08-06,Andy Roddick,3
2007-08-13,Andy Roddick,4
2007-08-20,Andy Roddick,5
2007-08-27,Andy Roddick,5
2007-09-03,Andy Roddick,5
2007-09-10,Andy Roddick,5
2007-09-17,Andy Roddick,5
2007-09-24,Andy Roddick,5
2007-10-01,Andy Roddick,5
2007-10-08,Andy Roddick,5
2007-10-15,Andy Roddick,5
2007-10-22,Andy Roddick,5
2007-10-29,Andy Roddick,5
2007-11-05,Andy Roddick,5
2007-11-12,Andy Roddick,5
2007-11-19,Andy Roddick,6
2007-11-26,Andy Roddick,6
2007-12-03,Andy Roddick,6
2007-12-10,Andy Roddick,6
2007-12-17,Andy Roddick,6
2007-12-24,Andy Roddick,6
2007-12-31,Andy Roddick,6
2008-01-07,Andy Roddick,6
2008-01-14,Andy Roddick,6
2008-01-21,Andy Roddick,6
2008-01-28,Andy Roddick,6
2008-02-04,Andy Roddick,6
2008-02-11,Andy Roddick,6
2008-02-18,Andy Roddick,6
2008-02-25,Andy Roddick,6
2008-03-03,Andy Roddick,6
2008-03-10,Andy Roddick,6
2008-03-17,Andy Roddick,6
2008-03-24,Andy Roddick,6
2008-03-31,Andy Roddick,6
2008-04-07,Andy Roddick,6
2008-04-14,Andy Roddick,6
2008-04-21,Andy Roddick,6
2008-04-28,Andy Roddick,6
2008-05-05,Andy Roddick,6
2008-05-12,Andy Roddick,6
2008-05-19,Andy Roddick,6
2008-05-26,Andy Roddick,6
2008-06-02,Andy Roddick,6
2008-06-09,Andy Roddick,6
2008-06-16,Andy Roddick,6
2008-06-23,Andy Roddick,6
2008-06-30,Andy Roddick,6
2008-07-07,Andy Roddick,6
2008-07-14,Andy Roddick,6
2008-07-21,Andy Roddick,6
2008-07-28,Andy Roddick,6
2008-08-04,Andy Roddick,9
2008-08-11,Andy Roddick,9
2008-08-18,Andy Roddick,8
2008-08-25,Andy Roddick,8
2008-09-01,Andy Roddick,8
2008-09-08,Andy Roddick,8
2008-09-15,Andy Roddick,8
2008-09-22,Andy Roddick,8
2008-09-29,Andy Roddick,8
2008-10-06,Andy Roddick,8
2008-10-13,Andy Roddick,8
2008-10-20,Andy Roddick,7
2008-10-27,Andy Roddick,7
2008-11-03,Andy Roddick,6
2008-11-10,Andy Roddick,6
2008-11-17,Andy Roddick,8
2008-11-24,Andy Roddick,8
2008-12-01,Andy Roddick,8
2008-12-08,Andy Roddick,8
2008-12-15,Andy Roddick,8
2008-12-22,Andy Roddick,8
2008-12-29,Andy Roddick,8
2009-01-05,Andy Roddick,8
2009-01-12,Andy Roddick,8
2009-01-19,Andy Roddick,9
2009-01-26,Andy Roddick,9
2009-02-02,Andy Roddick,6
2009-02-09,Andy Roddick,6
2009-02-16,Andy Roddick,6
2009-02-23,Andy Roddick,6
2009-03-02,Andy Roddick,6
2009-03-09,Andy Roddick,7
2009-03-16,Andy Roddick,7
2009-03-23,Andy Roddick,6
2009-03-30,Andy Roddick,6
2009-04-06,Andy Roddick,6
2009-04-13,Andy Roddick,6
2009-04-20,Andy Roddick,6
2009-04-27,Andy Roddick,6
2009-05-04,Andy Roddick,6
2009-05-11,Andy Roddick,6
2009-05-18,Andy Roddick,6
2009-05-25,Andy Roddick,6
2009-06-01,Andy Roddick,6
2009-06-08,Andy Roddick,6
2009-06-15,Andy Roddick,6
2009-06-22,Andy Roddick,6
2009-06-29,Andy Roddick,6
2009-07-06,Andy Roddick,6
2009-07-13,Andy Roddick,5
2009-07-20,Andy Roddick,5
2009-07-27,Andy Roddick,5
2009-08-03,Andy Roddick,5
2009-08-10,Andy Roddick,5
2009-08-17,Andy Roddick,5
2009-08-24,Andy Roddick,5
2009-08-31,Andy Roddick,5
2009-09-07,Andy Roddick,5
2009-09-14,Andy Roddick,6
2009-09-21,Andy Roddick,6
2009-09-28,Andy Roddick,6
2009-10-05,Andy Roddick,6
2009-10-12,Andy Roddick,6
2009-10-19,Andy Roddick,7
2009-10-26,Andy Roddick,7
2009-11-02,Andy Roddick,6
2009-11-09,Andy Roddick,6
2009-11-16,Andy Roddick,6
2009-11-23,Andy Roddick,6
2009-11-30,Andy Roddick,7
2009-12-07,Andy Roddick,7
2009-12-14,Andy Roddick,7
2009-12-21,Andy Roddick,7
2009-12-28,Andy Roddick,7
2010-01-04,Andy Roddick,7
2010-01-11,Andy Roddick,7
2010-01-18,Andy Roddick,7
2010-01-25,Andy Roddick,7
2010-02-01,Andy Roddick,7
2010-02-08,Andy Roddick,7
2010-02-15,Andy Roddick,7
2010-02-22,Andy Roddick,8
2010-03-01,Andy Roddick,8
2010-03-08,Andy Roddick,8
2010-03-15,Andy Roddick,8
2010-03-22,Andy Roddick,8
2010-03-29,Andy Roddick,8
2010-04-05,Andy Roddick,7
2010-04-12,Andy Roddick,7
2010-04-19,Andy Roddick,7
2010-04-26,Andy Roddick,8
2010-05-03,Andy Roddick,8
2010-05-10,Andy Roddick,8
2010-05-17,Andy Roddick,8
2010-05-24,Andy Roddick,8
2010-05-31,Andy Roddick,8
2010-06-07,Andy Roddick,7
2010-06-14,Andy Roddick,7
2010-06-21,Andy Roddick,7
2010-06-28,Andy Roddick,7
2010-07-05,Andy Roddick,9
2010-07-12,Andy Roddick,9
2010-07-19,Andy Roddick,9
2010-07-26,Andy Roddick,9
2010-08-02,Andy Roddick,9
2010-08-09,Andy Roddick,11
2010-08-16,Andy Roddick,13
2010-08-23,Andy Roddick,9
2010-08-30,Andy Roddick,9
2010-09-06,Andy Roddick,9
2010-09-13,Andy Roddick,11
2010-09-20,Andy Roddick,10
2010-09-27,Andy Roddick,10
2010-10-04,Andy Roddick,10
2010-10-11,Andy Roddick,11
2010-10-18,Andy Roddick,10
2010-10-25,Andy Roddick,9
2010-11-01,Andy Roddick,9
2010-11-08,Andy Roddick,8
2010-11-15,Andy Roddick,8
2010-11-22,Andy Roddick,8
2010-11-29,Andy Roddick,8
2010-12-06,Andy Roddick,8
2010-12-13,Andy Roddick,8
2010-12-20,Andy Roddick,8
2010-12-27,Andy Roddick,8
2011-01-03,Andy Roddick,8
2011-01-10,Andy Roddick,8
2011-01-17,Andy Roddick,8
2011-01-31,Andy Roddick,8
2011-02-07,Andy Roddick,8
2011-02-14,Andy Roddick,8
2011-02-21,Andy Roddick,8
2011-02-28,Andy Roddick,8
2011-03-07,Andy Roddick,8
2011-03-21,Andy Roddick,8
2011-04-04,Andy Roddick,14
2011-04-11,Andy Roddick,13
2011-04-18,Andy Roddick,13
2011-04-25,Andy Roddick,12
2011-05-02,Andy Roddick,12
2011-05-09,Andy Roddick,12
2011-05-16,Andy Roddick,11
2011-05-23,Andy Roddick,11
2011-06-06,Andy Roddick,10
2011-06-13,Andy Roddick,10
2011-06-20,Andy Roddick,10
2011-07-04,Andy Roddick,10
2011-07-11,Andy Roddick,10
2011-07-18,Andy Roddick,10
2011-07-25,Andy Roddick,12
2011-08-01,Andy Roddick,12
2011-08-08,Andy Roddick,12
2011-08-15,Andy Roddick,15
2011-08-22,Andy Roddick,21
2011-08-29,Andy Roddick,21
2011-09-12,Andy Roddick,14
2011-09-19,Andy Roddick,14
2011-09-26,Andy Roddick,14
2011-10-03,Andy Roddick,15
2011-10-10,Andy Roddick,15
2011-10-17,Andy Roddick,13
2011-10-24,Andy Roddick,14
2011-10-31,Andy Roddick,15
2011-11-07,Andy Roddick,15
2011-11-14,Andy Roddick,14
2011-11-21,Andy Roddick,14
2011-11-28,Andy Roddick,14
2011-12-05,Andy Roddick,14
2011-12-12,Andy Roddick,14
2011-12-19,Andy Roddick,14
2011-12-26,Andy Roddick,14
2012-01-02,Andy Roddick,14
2012-01-09,Andy Roddick,16
2012-01-16,Andy Roddick,16
2012-01-30,Andy Roddick,19
2012-02-06,Andy Roddick,19
2012-02-13,Andy Roddick,17
2012-02-20,Andy Roddick,27
2012-02-27,Andy Roddick,30
2012-03-05,Andy Roddick,31
2012-03-19,Andy Roddick,34
2012-04-02,Andy Roddick,29
2012-04-09,Andy Roddick,29
2012-04-16,Andy Roddick,27
2012-04-23,Andy Roddick,28
2012-04-30,Andy Roddick,28
2012-05-07,Andy Roddick,27
2012-05-14,Andy Roddick,27
2012-05-21,Andy Roddick,29
2012-05-28,Andy Roddick,30
2012-06-11,Andy Roddick,32
2012-06-18,Andy Roddick,33
2012-06-25,Andy Roddick,25
2012-07-09,Andy Roddick,27
2012-07-16,Andy Roddick,27
2012-07-23,Andy Roddick,22
2012-07-30,Andy Roddick,21
2012-08-06,Andy Roddick,20
2012-08-13,Andy Roddick,21
2012-08-20,Andy Roddick,21
2012-08-27,Andy Roddick,22
2012-09-10,Andy Roddick,27
2012-09-17,Andy Roddick,27
2012-09-24,Andy Roddick,27
2012-10-01,Andy Roddick,27
2012-10-08,Andy Roddick,27
2012-10-15,Andy Roddick,30
2012-10-22,Andy Roddick,29
2012-10-29,Andy Roddick,31
2012-11-05,Andy Roddick,39
2012-11-12,Andy Roddick,39
2012-11-19,Andy Roddick,39
2012-11-26,Andy Roddick,39
2012-12-03,Andy Roddick,39
2012-12-10,Andy Roddick,39
2012-12-17,Andy Roddick,39
2012-12-24,Andy Roddick,39
2012-12-31,Andy Roddick,39
2013-01-07,Andy Roddick,39
2013-01-14,Andy Roddick,39
2013-01-28,Andy Roddick,41
2013-02-04,Andy Roddick,41
2013-02-11,Andy Roddick,42
2013-02-18,Andy Roddick,40
1973-08-23,Bjorn Borg,29
1973-09-13,Bjorn Borg,24
1973-09-26,Bjorn Borg,31
1973-10-15,Bjorn Borg,28
1973-10-31,Bjorn Borg,22
1973-11-26,Bjorn Borg,17
1973-12-14,Bjorn Borg,18
1974-03-02,Bjorn Borg,16
1974-04-19,Bjorn Borg,12
1974-05-01,Bjorn Borg,11
1974-06-03,Bjorn Borg,8
1974-07-29,Bjorn Borg,9
1974-08-09,Bjorn Borg,8
1974-09-04,Bjorn Borg,6
1974-09-27,Bjorn Borg,4
1974-11-06,Bjorn Borg,4
1974-12-20,Bjorn Borg,3
1975-01-17,Bjorn Borg,3
1975-03-05,Bjorn Borg,3
1975-04-08,Bjorn Borg,2
1975-04-30,Bjorn Borg,5
1975-06-02,Bjorn Borg,4
1975-06-26,Bjorn Borg,5
1975-12-15,Bjorn Borg,3
1976-06-14,Bjorn Borg,4
1976-12-12,Bjorn Borg,2
1977-07-02,Bjorn Borg,2
1977-08-23,Bjorn Borg,1
1977-08-30,Bjorn Borg,2
1977-12-31,Bjorn Borg,3
1978-01-16,Bjorn Borg,3
1978-07-12,Bjorn Borg,3
1978-12-31,Bjorn Borg,2
1979-04-09,Bjorn Borg,1
1979-05-21,Bjorn Borg,2
1979-07-09,Bjorn Borg,1
1979-12-26,Bjorn Borg,1
1980-03-03,Bjorn Borg,2
1980-03-24,Bjorn Borg,1
1980-08-18,Bjorn Borg,1
1980-12-22,Bjorn Borg,1
1981-07-20,Bjorn Borg,1
1984-12-10,Boris Becker,55
1984-12-17,Boris Becker,66
1984-12-24,Boris Becker,66
1985-01-02,Boris Becker,65
1985-01-14,Boris Becker,65
1985-01-28,Boris Becker,62
