date,player,rank
1999-07-12,Boris Becker,88
1999-07-19,Boris Becker,87
1995-09-25,Carlos Moya,91
1995-10-02,Carlos Moya,93
1995-10-09,Carlos Moya,91
1995-10-16,Carlos Moya,94
1995-10-23,Carlos Moya,96
1995-10-30,Carlos Moya,96
1995-11-06,Carlos Moya,89
1995-11-13,Carlos Moya,65
1995-11-20,Carlos Moya,63
1995-11-27,Carlos Moya,61
1995-12-04,Carlos Moya,61
1995-12-11,Carlos Moya,61
1995-12-18,Carlos Moya,61
1995-12-25,Carlos Moya,61
1996-01-01,Carlos Moya,61
1996-01-08,Carlos Moya,60
1996-01-15,Carlos Moya,64
1996-01-22,Carlos Moya,64
1996-01-29,Carlos Moya,64
1996-02-05,Carlos Moya,67
1996-02-12,Carlos Moya,66
1996-02-19,Carlos Moya,62
1996-02-26,Carlos Moya,59
1996-03-04,Carlos Moya,58
1996-03-11,Carlos Moya,58
1996-03-18,Carlos Moya,61
1996-03-25,Carlos Moya,61
1996-04-01,Carlos Moya,57
1996-04-08,Carlos Moya,57
1996-04-15,Carlos Moya,55
1996-04-22,Carlos Moya,40
1996-04-29,Carlos Moya,40
1996-05-06,Carlos Moya,24
1996-05-13,Carlos Moya,22
1996-05-20,Carlos Moya,20
1996-05-27,Carlos Moya,20
1996-06-03,Carlos Moya,20
1996-06-10,Carlos Moya,20
1996-06-17,Carlos Moya,21
1996-06-24,Carlos Moya,23
1996-07-01,Carlos Moya,23
1996-07-08,Carlos Moya,25
1996-07-15,Carlos Moya,27
1996-07-22,Carlos Moya,29
1996-07-29,Carlos Moya,29
1996-08-05,Carlos Moya,29
1996-08-12,Carlos Moya,29
1996-08-19,Carlos Moya,22
1996-08-26,Carlos Moya,21
1996-09-02,Carlos Moya,21
1996-09-09,Carlos Moya,24
1996-09-16,Carlos Moya,22
1996-09-23,Carlos Moya,25
1996-09-30,Carlos Moya,25
1996-10-07,Carlos Moya,22
1996-10-14,Carlos Moya,24
1996-10-21,Carlos Moya,24
1996-10-28,Carlos Moya,24
1996-11-04,Carlos Moya,24
1996-11-11,Carlos Moya,29
1996-11-18,Carlos Moya,28
1996-11-25,Carlos Moya,28
1996-12-02,Carlos Moya,28
1996-12-09,Carlos Moya,28
1996-12-16,Carlos Moya,28
1996-12-23,Carlos Moya,28
1996-12-30,Carlos Moya,28
1997-01-06,Carlos Moya,28
1997-01-13,Carlos Moya,25
1997-01-20,Carlos Moya,25
1997-01-27,Carlos Moya,9
1997-02-03,Carlos Moya,9
1997-02-10,Carlos Moya,9
1997-02-17,Carlos Moya,10
1997-02-24,Carlos Moya,10
1997-03-03,Carlos Moya,10
1997-03-10,Carlos Moya,9
1997-03-17,Carlos Moya,8
1997-03-24,Carlos Moya,8
1997-03-31,Carlos Moya,8
1997-04-07,Carlos Moya,8
1997-04-14,Carlos Moya,8
1997-04-21,Carlos Moya,8
1997-04-28,Carlos Moya,7
1997-05-05,Carlos Moya,9
1997-05-12,Carlos Moya,8
1997-05-19,Carlos Moya,10
1997-05-26,Carlos Moya,9
1997-06-02,Carlos Moya,9
1997-06-09,Carlos Moya,10
1997-06-16,Carlos Moya,11
1997-06-23,Carlos Moya,11
1997-06-30,Carlos Moya,11
1997-07-07,Carlos Moya,10
1997-07-14,Carlos Moya,10
1997-07-21,Carlos Moya,10
1997-07-28,Carlos Moya,10
1997-08-04,Carlos Moya,9
1997-08-11,Carlos Moya,9
1997-08-18,Carlos Moya,8
1997-08-25,Carlos Moya,6
1997-09-01,Carlos Moya,6
1997-09-08,Carlos Moya,5
1997-09-15,Carlos Moya,5
1997-09-22,Carlos Moya,5
1997-10-06,Carlos Moya,5
1997-10-13,Carlos Moya,6
1997-10-20,Carlos Moya,7
1997-10-27,Carlos Moya,7
1997-11-03,Carlos Moya,9
1997-11-10,Carlos Moya,7
1997-11-17,Carlos Moya,7
1997-11-24,Carlos Moya,7
1997-12-01,Carlos Moya,7
1997-12-08,Carlos Moya,7
1997-12-15,Carlos Moya,7
1997-12-22,Carlos Moya,7
1997-12-29,Carlos Moya,7
1998-01-05,Carlos Moya,7
1998-01-12,Carlos Moya,8
1998-01-19,Carlos Moya,9
1998-01-26,Carlos Moya,9
1998-02-02,Carlos Moya,21
1998-02-09,Carlos Moya,21
1998-02-16,Carlos Moya,20
1998-02-23,Carlos Moya,19
1998-03-02,Carlos Moya,18
1998-03-09,Carlos Moya,18
1998-03-16,Carlos Moya,18
1998-03-23,Carlos Moya,18
1998-03-30,Carlos Moya,17
1998-04-06,Carlos Moya,17
1998-04-13,Carlos Moya,18
1998-04-20,Carlos Moya,18
1998-04-27,Carlos Moya,15
1998-05-04,Carlos Moya,14
1998-05-11,Carlos Moya,12
1998-05-18,Carlos Moya,12
1998-05-25,Carlos Moya,12
1998-06-01,Carlos Moya,12
1998-06-08,Carlos Moya,5
1998-06-15,Carlos Moya,5
1998-06-22,Carlos Moya,4
1998-06-29,Carlos Moya,4
1998-07-06,Carlos Moya,4
1998-07-13,Carlos Moya,4
1998-07-20,Carlos Moya,4
1998-07-27,Carlos Moya,4
1998-08-03,Carlos Moya,4
1998-08-10,Carlos Moya,5
1998-08-17,Carlos Moya,5
1998-08-24,Carlos Moya,10
1998-08-31,Carlos Moya,10
1998-09-07,Carlos Moya,10
1998-09-14,Carlos Moya,5
1998-09-21,Carlos Moya,5
1998-09-28,Carlos Moya,5
1998-10-05,Carlos Moya,4
1998-10-12,Carlos Moya,4
1998-10-19,Carlos Moya,4
1998-10-26,Carlos Moya,4
1998-11-02,Carlos Moya,4
1998-11-09,Carlos Moya,4
1998-11-16,Carlos Moya,5
1998-11-23,Carlos Moya,5
1998-11-30,Carlos Moya,5
1998-12-07,Carlos Moya,5
1998-12-14,Carlos Moya,5
1998-12-21,Carlos Moya,5
1998-12-28,Carlos Moya,5
1999-01-04,Carlos Moya,5
1999-01-11,Carlos Moya,5
1999-01-18,Carlos Moya,5
1999-01-25,Carlos Moya,5
1999-02-01,Carlos Moya,5
1999-02-08,Carlos Moya,5
1999-02-15,Carlos Moya,5
1999-02-22,Carlos Moya,4
1999-03-01,Carlos Moya,4
1999-03-08,Carlos Moya,4
1999-03-15,Carlos Moya,1
1999-03-22,Carlos Moya,1
1999-03-29,Carlos Moya,2
1999-04-05,Carlos Moya,2
1999-04-12,Carlos Moya,2
1999-04-19,Carlos Moya,2
1999-04-26,Carlos Moya,6
1999-05-03,Carlos Moya,6
1999-05-10,Carlos Moya,3
1999-05-17,Carlos Moya,4
1999-05-24,Carlos Moya,4
1999-05-31,Carlos Moya,4
1999-06-07,Carlos Moya,11
1999-06-14,Carlos Moya,10
1999-06-21,Carlos Moya,10
1999-06-28,Carlos Moya,10
1999-07-05,Carlos Moya,11
1999-07-12,Carlos Moya,9
1999-07-19,Carlos Moya,9
1999-07-26,Carlos Moya,12
1999-08-02,Carlos Moya,12
1999-08-09,Carlos Moya,10
1999-08-16,Carlos Moya,10
1999-08-23,Carlos Moya,8
1999-08-30,Carlos Moya,9
1999-09-06,Carlos Moya,9
1999-09-13,Carlos Moya,15
1999-09-20,Carlos Moya,15
1999-09-27,Carlos Moya,15
1999-10-04,Carlos Moya,17
1999-10-11,Carlos Moya,18
1999-10-18,Carlos Moya,15
1999-10-25,Carlos Moya,15
1999-11-01,Carlos Moya,16
1999-11-08,Carlos Moya,16
1999-11-15,Carlos Moya,24
1999-11-22,Carlos Moya,24
1999-11-29,Carlos Moya,24
1999-12-06,Carlos Moya,24
1999-12-13,Carlos Moya,23
1999-12-20,Carlos Moya,23
1999-12-27,Carlos Moya,23
2000-01-10,Carlos Moya,22
2000-01-17,Carlos Moya,24
2000-01-24,Carlos Moya,24
2000-01-31,Carlos Moya,23
2000-02-07,Carlos Moya,22
2000-02-14,Carlos Moya,24
2000-02-21,Carlos Moya,24
2000-02-28,Carlos Moya,24
2000-03-06,Carlos Moya,25
2000-03-13,Carlos Moya,43
2000-03-20,Carlos Moya,43
2000-03-27,Carlos Moya,43
2000-04-03,Carlos Moya,46
2000-04-10,Carlos Moya,50
2000-04-17,Carlos Moya,35
2000-04-24,Carlos Moya,39
2000-05-01,Carlos Moya,28
2000-05-08,Carlos Moya,36
2000-05-15,Carlos Moya,34
2000-05-22,Carlos Moya,34
2000-05-29,Carlos Moya,35
2000-06-05,Carlos Moya,35
2000-06-12,Carlos Moya,51
2000-06-19,Carlos Moya,49
2000-06-26,Carlos Moya,51
2000-07-03,Carlos Moya,51
2000-07-10,Carlos Moya,54
2000-07-17,Carlos Moya,54
2000-07-24,Carlos Moya,56
2000-07-31,Carlos Moya,59
2000-08-07,Carlos Moya,58
2000-08-14,Carlos Moya,57
2000-08-21,Carlos Moya,59
2000-08-28,Carlos Moya,55
2000-09-04,Carlos Moya,55
2000-09-11,Carlos Moya,47
2000-09-18,Carlos Moya,45
2000-09-25,Carlos Moya,45
2000-10-02,Carlos Moya,46
2000-10-09,Carlos Moya,45
2000-10-16,Carlos Moya,44
2000-10-23,Carlos Moya,39
2000-10-30,Carlos Moya,38
2000-11-06,Carlos Moya,39
2000-11-13,Carlos Moya,38
2000-11-20,Carlos Moya,40
2000-11-27,Carlos Moya,41
2000-12-04,Carlos Moya,41
2000-12-11,Carlos Moya,41
2000-12-18,Carlos Moya,41
2000-12-25,Carlos Moya,41
2001-01-01,Carlos Moya,41
2001-01-08,Carlos Moya,40
2001-01-15,Carlos Moya,42
2001-01-22,Carlos Moya,42
2001-01-29,Carlos Moya,25
2001-02-05,Carlos Moya,26
2001-02-12,Carlos Moya,26
2001-02-19,Carlos Moya,26
2001-02-26,Carlos Moya,25
2001-03-05,Carlos Moya,23
2001-03-12,Carlos Moya,24
2001-03-19,Carlos Moya,22
2001-03-26,Carlos Moya,22
2001-04-02,Carlos Moya,22
2001-04-09,Carlos Moya,22
2001-04-16,Carlos Moya,25
2001-04-23,Carlos Moya,24
2001-04-30,Carlos Moya,24
2001-05-07,Carlos Moya,23
2001-05-14,Carlos Moya,24
2001-05-21,Carlos Moya,24
2001-05-28,Carlos Moya,24
2001-06-04,Carlos Moya,24
2001-06-11,Carlos Moya,22
2001-06-18,Carlos Moya,22
2001-06-25,Carlos Moya,22
2001-07-02,Carlos Moya,22
2001-07-09,Carlos Moya,21
2001-07-16,Carlos Moya,20
2001-07-23,Carlos Moya,16
2001-07-30,Carlos Moya,16
2001-08-06,Carlos Moya,18
2001-08-13,Carlos Moya,16
2001-08-20,Carlos Moya,17
2001-08-27,Carlos Moya,17
2001-09-03,Carlos Moya,17
2001-09-10,Carlos Moya,19
2001-09-17,Carlos Moya,19
2001-09-24,Carlos Moya,19
2001-10-01,Carlos Moya,20
2001-10-08,Carlos Moya,19
2001-10-15,Carlos Moya,20
2001-10-22,Carlos Moya,22
2001-10-29,Carlos Moya,20
2001-11-05,Carlos Moya,19
2001-11-12,Carlos Moya,19
2001-11-19,Carlos Moya,19
2001-11-26,Carlos Moya,19
2001-12-03,Carlos Moya,19
2001-12-10,Carlos Moya,19
2001-12-17,Carlos Moya,19
2001-12-24,Carlos Moya,19
2001-12-31,Carlos Moya,19
2002-01-07,Carlos Moya,19
2002-01-14,Carlos Moya,19
2002-01-21,Carlos Moya,19
2002-01-28,Carlos Moya,31
2002-02-04,Carlos Moya,31
2002-02-11,Carlos Moya,31
2002-02-18,Carlos Moya,31
2002-02-25,Carlos Moya,32
2002-03-04,Carlos Moya,25
2002-03-11,Carlos Moya,24
2002-03-18,Carlos Moya,23
2002-03-25,Carlos Moya,23
2002-04-01,Carlos Moya,29
2002-04-08,Carlos Moya,29
2002-04-15,Carlos Moya,26
2002-04-22,Carlos Moya,20
2002-04-29,Carlos Moya,24
2002-05-06,Carlos Moya,25
2002-05-13,Carlos Moya,20
2002-05-20,Carlos Moya,19
2002-05-27,Carlos Moya,19
2002-06-03,Carlos Moya,19
2002-06-10,Carlos Moya,20
2002-06-17,Carlos Moya,20
2002-06-24,Carlos Moya,20
2002-07-01,Carlos Moya,20
2002-07-08,Carlos Moya,21
2002-07-15,Carlos Moya,18
2002-07-22,Carlos Moya,16
2002-07-29,Carlos Moya,16
2002-08-05,Carlos Moya,17
2002-08-12,Carlos Moya,10
2002-08-19,Carlos Moya,9
2002-08-26,Carlos Moya,9
2002-09-02,Carlos Moya,9
2002-09-09,Carlos Moya,10
2002-09-16,Carlos Moya,10
2002-09-23,Carlos Moya,10
2002-09-30,Carlos Moya,10
2002-10-07,Carlos Moya,9
2002-10-14,Carlos Moya,11
2002-10-21,Carlos Moya,10
2002-10-28,Carlos Moya,10
2002-11-04,Carlos Moya,5
2002-11-11,Carlos Moya,5
2002-11-18,Carlos Moya,5
2002-11-25,Carlos Moya,5
2002-12-02,Carlos Moya,5
2002-12-09,Carlos Moya,5
2002-12-16,Carlos Moya,5
2002-12-23,Carlos Moya,5
2002-12-30,Carlos Moya,5
2003-01-06,Carlos Moya,5
2003-01-13,Carlos Moya,5
2003-01-20,Carlos Moya,5
2003-01-27,Carlos Moya,4
2003-02-03,Carlos Moya,4
2003-02-10,Carlos Moya,4
2003-02-17,Carlos Moya,4
2003-02-24,Carlos Moya,4
2003-03-03,Carlos Moya,5
2003-03-10,Carlos Moya,5
2003-03-17,Carlos Moya,5
2003-03-24,Carlos Moya,5
2003-03-31,Carlos Moya,4
2003-04-07,Carlos Moya,4
2003-04-14,Carlos Moya,4
2003-04-21,Carlos Moya,4
2003-04-28,Carlos Moya,4
2003-05-05,Carlos Moya,4
2003-05-12,Carlos Moya,4
2003-05-19,Carlos Moya,4
2003-05-26,Carlos Moya,4
2003-06-02,Carlos Moya,4
2003-06-09,Carlos Moya,4
2003-06-16,Carlos Moya,4
2003-06-23,Carlos Moya,4
2003-06-30,Carlos Moya,4
2003-07-07,Carlos Moya,4
2003-07-14,Carlos Moya,4
2003-07-21,Carlos Moya,4
2003-07-28,Carlos Moya,4
2003-08-04,Carlos Moya,4
2003-08-11,Carlos Moya,7
2003-08-18,Carlos Moya,7
2003-08-25,Carlos Moya,7
2003-09-01,Carlos Moya,7
2003-09-08,Carlos Moya,6
2003-09-15,Carlos Moya,6
2003-09-22,Carlos Moya,6
2003-09-29,Carlos Moya,6
2003-10-06,Carlos Moya,7
2003-10-13,Carlos Moya,7
2003-10-20,Carlos Moya,7
2003-10-27,Carlos Moya,7
2003-11-03,Carlos Moya,7
2003-11-10,Carlos Moya,7
2003-11-17,Carlos Moya,7
2003-11-24,Carlos Moya,7
2003-12-01,Carlos Moya,7
2003-12-08,Carlos Moya,7
2003-12-15,Carlos Moya,7
2003-12-22,Carlos Moya,7
2003-12-29,Carlos Moya,7
2004-01-05,Carlos Moya,7
2004-01-12,Carlos Moya,7
2004-01-19,Carlos Moya,7
2004-01-26,Carlos Moya,7
2004-02-02,Carlos Moya,7
2004-02-09,Carlos Moya,7
2004-02-16,Carlos Moya,7
2004-02-23,Carlos Moya,7
2004-03-01,Carlos Moya,7
2004-03-08,Carlos Moya,7
2004-03-15,Carlos Moya,7
2004-03-22,Carlos Moya,6
2004-03-29,Carlos Moya,6
2004-04-05,Carlos Moya,7
2004-04-12,Carlos Moya,7
2004-04-19,Carlos Moya,8
2004-04-26,Carlos Moya,9
2004-05-03,Carlos Moya,9
2004-05-10,Carlos Moya,8
2004-05-17,Carlos Moya,5
2004-05-24,Carlos Moya,5
2004-05-31,Carlos Moya,5
2004-06-07,Carlos Moya,7
2004-06-14,Carlos Moya,7
2004-06-21,Carlos Moya,7
2004-06-28,Carlos Moya,7
2004-07-05,Carlos Moya,4
2004-07-12,Carlos Moya,4
2004-07-19,Carlos Moya,4
2004-07-26,Carlos Moya,4
2004-08-02,Carlos Moya,4
2004-08-09,Carlos Moya,4
2004-08-16,Carlos Moya,4
2004-08-23,Carlos Moya,4
2004-08-30,Carlos Moya,4
2004-09-06,Carlos Moya,4
2004-09-13,Carlos Moya,6
2004-09-20,Carlos Moya,6
2004-09-27,Carlos Moya,6
2004-10-04,Carlos Moya,6
2004-10-11,Carlos Moya,6
2004-10-18,Carlos Moya,6
2004-10-25,Carlos Moya,6
2004-11-01,Carlos Moya,4
2004-11-08,Carlos Moya,5
2004-11-15,Carlos Moya,5
2004-11-22,Carlos Moya,5
2004-11-29,Carlos Moya,5
2004-12-06,Carlos Moya,5
2004-12-13,Carlos Moya,5
2004-12-20,Carlos Moya,5
2004-12-27,Carlos Moya,5
2005-01-03,Carlos Moya,5
2005-01-10,Carlos Moya,5
2005-01-17,Carlos Moya,5
2005-01-24,Carlos Moya,5
2005-01-31,Carlos Moya,6
2005-02-07,Carlos Moya,6
2005-02-14,Carlos Moya,6
2005-02-21,Carlos Moya,6
2005-02-28,Carlos Moya,6
2005-03-07,Carlos Moya,7
2005-03-14,Carlos Moya,7
2005-03-21,Carlos Moya,6
2005-03-28,Carlos Moya,6
2005-04-04,Carlos Moya,7
2005-04-11,Carlos Moya,7
2005-04-18,Carlos Moya,7
2005-04-25,Carlos Moya,9
2005-05-02,Carlos Moya,8
2005-05-09,Carlos Moya,14
2005-05-16,Carlos Moya,15
2005-05-23,Carlos Moya,15
2005-05-30,Carlos Moya,15
2005-06-06,Carlos Moya,19
2005-06-13,Carlos Moya,20
2005-06-20,Carlos Moya,21
2005-06-27,Carlos Moya,21
2005-07-04,Carlos Moya,28
2005-07-11,Carlos Moya,28
2005-07-18,Carlos Moya,28
2005-07-25,Carlos Moya,29
2005-08-01,Carlos Moya,29
2005-08-08,Carlos Moya,32
2005-08-15,Carlos Moya,33
2005-08-22,Carlos Moya,33
2005-08-29,Carlos Moya,33
2005-09-05,Carlos Moya,33
2005-09-12,Carlos Moya,33
2005-09-19,Carlos Moya,32
2005-09-26,Carlos Moya,32
2005-10-03,Carlos Moya,31
2005-10-10,Carlos Moya,31
2005-10-17,Carlos Moya,33
2005-10-24,Carlos Moya,30
2005-10-31,Carlos Moya,29
2005-11-07,Carlos Moya,32
2005-11-14,Carlos Moya,32
2005-11-21,Carlos Moya,32
2005-11-28,Carlos Moya,32
2005-12-05,Carlos Moya,32
2005-12-12,Carlos Moya,32
2005-12-19,Carlos Moya,32
2005-12-26,Carlos Moya,31
2006-01-02,Carlos Moya,31
2006-01-09,Carlos Moya,35
2006-01-16,Carlos Moya,35
2006-01-23,Carlos Moya,35
2006-01-30,Carlos Moya,35
2006-02-06,Carlos Moya,35
2006-02-13,Carlos Moya,34
2006-02-20,Carlos Moya,29
2006-02-27,Carlos Moya,30
2006-03-06,Carlos Moya,30
2006-03-13,Carlos Moya,30
2006-03-20,Carlos Moya,35
2006-03-27,Carlos Moya,35
2006-04-03,Carlos Moya,36
2006-04-10,Carlos Moya,36
2006-04-17,Carlos Moya,34
2006-04-24,Carlos Moya,35
2006-05-01,Carlos Moya,39
2006-05-08,Carlos Moya,33
2006-05-15,Carlos Moya,31
2006-05-22,Carlos Moya,33
2006-05-29,Carlos Moya,33
2006-06-05,Carlos Moya,33
2006-06-12,Carlos Moya,39
2006-06-19,Carlos Moya,39
2006-06-26,Carlos Moya,42
2006-07-03,Carlos Moya,42
2006-07-10,Carlos Moya,42
2006-07-17,Carlos Moya,41
2006-07-24,Carlos Moya,42
2006-07-31,Carlos Moya,48
2006-08-07,Carlos Moya,49
2006-08-14,Carlos Moya,42
2006-08-21,Carlos Moya,48
2006-08-28,Carlos Moya,48
2006-09-04,Carlos Moya,48
2006-09-11,Carlos Moya,41
2006-09-18,Carlos Moya,43
2006-09-25,Carlos Moya,43
2006-10-02,Carlos Moya,41
2006-10-09,Carlos Moya,42
2006-10-16,Carlos Moya,43
2006-10-23,Carlos Moya,47
2006-10-30,Carlos Moya,45
2006-11-06,Carlos Moya,43
2006-11-13,Carlos Moya,43
2006-11-20,Carlos Moya,43
2006-11-27,Carlos Moya,43
2006-12-04,Carlos Moya,43
2006-12-11,Carlos Moya,43
2006-12-18,Carlos Moya,43
2006-12-25,Carlos Moya,43
2007-01-01,Carlos Moya,43
2007-01-08,Carlos Moya,44
2007-01-15,Carlos Moya,41
2007-01-22,Carlos Moya,41
2007-01-29,Carlos Moya,37
2007-02-05,Carlos Moya,36
2007-02-12,Carlos Moya,36
2007-02-19,Carlos Moya,47
2007-02-26,Carlos Moya,47
2007-03-05,Carlos Moya,36
2007-03-12,Carlos Moya,36
2007-03-19,Carlos Moya,32
2007-03-26,Carlos Moya,32
2007-04-02,Carlos Moya,34
2007-04-09,Carlos Moya,34
2007-04-16,Carlos Moya,34
2007-04-23,Carlos Moya,33
2007-04-30,Carlos Moya,33
2007-05-07,Carlos Moya,34
2007-05-14,Carlos Moya,36
2007-05-21,Carlos Moya,26
2007-05-28,Carlos Moya,26
2007-06-04,Carlos Moya,26
2007-06-11,Carlos Moya,21
2007-06-18,Carlos Moya,22
2007-06-25,Carlos Moya,22
2007-07-02,Carlos Moya,22
2007-07-09,Carlos Moya,20
2007-07-16,Carlos Moya,20
2007-07-23,Carlos Moya,20
2007-07-30,Carlos Moya,18
2007-08-06,Carlos Moya,18
2007-08-13,Carlos Moya,19
2007-08-20,Carlos Moya,17
2007-08-27,Carlos Moya,17
2007-09-03,Carlos Moya,17
2007-09-10,Carlos Moya,15
2007-09-17,Carlos Moya,15
2007-09-24,Carlos Moya,15
2007-10-01,Carlos Moya,15
2007-10-08,Carlos Moya,15
2007-10-15,Carlos Moya,15
2007-10-22,Carlos Moya,15
2007-10-29,Carlos Moya,16
2007-11-05,Carlos Moya,17
2007-11-12,Carlos Moya,17
2007-11-19,Carlos Moya,17
2007-11-26,Carlos Moya,17
2007-12-03,Carlos Moya,17
2007-12-10,Carlos Moya,17
2007-12-17,Carlos Moya,17
2007-12-24,Carlos Moya,17
2007-12-31,Carlos Moya,17
2008-01-07,Carlos Moya,18
2008-01-14,Carlos Moya,18
2008-01-21,Carlos Moya,18
2008-01-28,Carlos Moya,16
2008-02-04,Carlos Moya,18
2008-02-11,Carlos Moya,18
2008-02-18,Carlos Moya,13
2008-02-25,Carlos Moya,13
2008-03-03,Carlos Moya,18
2008-03-10,Carlos Moya,19
2008-03-17,Carlos Moya,19
2008-03-24,Carlos Moya,21
2008-03-31,Carlos Moya,21
2008-04-07,Carlos Moya,16
2008-04-14,Carlos Moya,16
2008-04-21,Carlos Moya,14
2008-04-28,Carlos Moya,14
2008-05-05,Carlos Moya,13
2008-05-12,Carlos Moya,12
2008-05-19,Carlos Moya,17
2008-05-26,Carlos Moya,17
2008-06-02,Carlos Moya,17
2008-06-09,Carlos Moya,26
2008-06-16,Carlos Moya,24
2008-06-23,Carlos Moya,24
2008-06-30,Carlos Moya,24
2008-07-07,Carlos Moya,25
2008-07-14,Carlos Moya,27
2008-07-21,Carlos Moya,28
2008-07-28,Carlos Moya,41
2008-08-04,Carlos Moya,30
2008-08-11,Carlos Moya,30
2008-08-18,Carlos Moya,41
2008-08-25,Carlos Moya,42
2008-09-01,Carlos Moya,42
2008-09-08,Carlos Moya,61
2008-09-15,Carlos Moya,49
2008-09-22,Carlos Moya,49
2008-09-29,Carlos Moya,49
2008-10-06,Carlos Moya,48
2008-10-13,Carlos Moya,46
2008-10-20,Carlos Moya,44
2008-10-27,Carlos Moya,42
2008-11-03,Carlos Moya,42
2008-11-10,Carlos Moya,42
2008-11-17,Carlos Moya,42
2008-11-24,Carlos Moya,42
2008-12-01,Carlos Moya,42
2008-12-08,Carlos Moya,42
2008-12-15,Carlos Moya,42
2008-12-22,Carlos Moya,42
2008-12-29,Carlos Moya,42
2009-01-05,Carlos Moya,42
2009-01-12,Carlos Moya,41
2009-01-19,Carlos Moya,41
2009-01-26,Carlos Moya,41
2009-02-02,Carlos Moya,39
2009-02-09,Carlos Moya,40
2009-02-16,Carlos Moya,49
2009-02-23,Carlos Moya,48
2009-03-02,Carlos Moya,46
2009-03-09,Carlos Moya,45
2009-03-16,Carlos Moya,45
2009-03-23,Carlos Moya,48
2009-03-30,Carlos Moya,48
2009-04-06,Carlos Moya,51
2009-04-13,Carlos Moya,51
2009-04-20,Carlos Moya,52
2009-04-27,Carlos Moya,49
2009-05-04,Carlos Moya,48
2009-05-11,Carlos Moya,48
2009-05-18,Carlos Moya,69
2009-05-25,Carlos Moya,70
2009-06-01,Carlos Moya,70
2009-06-08,Carlos Moya,62
2009-06-15,Carlos Moya,60
2009-06-22,Carlos Moya,61
2009-06-29,Carlos Moya,61
2009-07-06,Carlos Moya,55
2009-07-13,Carlos Moya,52
2009-07-20,Carlos Moya,57
2009-07-27,Carlos Moya,61
1996-08-26,Gustavo Kuerten,93
1996-09-02,Gustavo Kuerten,93
1996-09-09,Gustavo Kuerten,95
1996-09-16,Gustavo Kuerten,94
1996-10-28,Gustavo Kuerten,100
1996-11-04,Gustavo Kuerten,99
1996-11-18,Gustavo Kuerten,88
1996-11-25,Gustavo Kuerten,88
1996-12-02,Gustavo Kuerten,88
1996-12-09,Gustavo Kuerten,88
1996-12-16,Gustavo Kuerten,88
1996-12-23,Gustavo Kuerten,88
1996-12-30,Gustavo Kuerten,88
1997-01-06,Gustavo Kuerten,87
1997-01-13,Gustavo Kuerten,89
1997-01-20,Gustavo Kuerten,89
1997-01-27,Gustavo Kuerten,84
1997-02-03,Gustavo Kuerten,85
1997-02-10,Gustavo Kuerten,85
1997-02-17,Gustavo Kuerten,83
1997-02-24,Gustavo Kuerten,76
1997-03-03,Gustavo Kuerten,80
1997-03-10,Gustavo Kuerten,76
1997-03-17,Gustavo Kuerten,67
1997-03-24,Gustavo Kuerten,67
1997-03-31,Gustavo Kuerten,66
1997-04-07,Gustavo Kuerten,66
1997-04-14,Gustavo Kuerten,65
1997-04-21,Gustavo Kuerten,64
1997-04-28,Gustavo Kuerten,66
1997-05-05,Gustavo Kuerten,67
1997-05-12,Gustavo Kuerten,69
1997-05-19,Gustavo Kuerten,64
1997-05-26,Gustavo Kuerten,66
1997-06-02,Gustavo Kuerten,66
1997-06-09,Gustavo Kuerten,15
1997-06-16,Gustavo Kuerten,12
1997-06-23,Gustavo Kuerten,12
1997-06-30,Gustavo Kuerten,12
1997-07-07,Gustavo Kuerten,12
1997-07-14,Gustavo Kuerten,12
1997-07-21,Gustavo Kuerten,12
1997-07-28,Gustavo Kuerten,13
1997-08-04,Gustavo Kuerten,10
1997-08-11,Gustavo Kuerten,8
1997-08-18,Gustavo Kuerten,9
1997-08-25,Gustavo Kuerten,9
1997-09-01,Gustavo Kuerten,9
1997-09-08,Gustavo Kuerten,12
1997-09-15,Gustavo Kuerten,11
1997-09-22,Gustavo Kuerten,11
1997-10-06,Gustavo Kuerten,11
1997-10-13,Gustavo Kuerten,11
1997-10-20,Gustavo Kuerten,12
1997-10-27,Gustavo Kuerten,14
1997-11-03,Gustavo Kuerten,14
1997-11-10,Gustavo Kuerten,14
1997-11-17,Gustavo Kuerten,14
1997-11-24,Gustavo Kuerten,14
1997-12-01,Gustavo Kuerten,14
1997-12-08,Gustavo Kuerten,14
1997-12-15,Gustavo Kuerten,14
1997-12-22,Gustavo Kuerten,14
1997-12-29,Gustavo Kuerten,14
1998-01-05,Gustavo Kuerten,14
1998-01-12,Gustavo Kuerten,14
1998-01-19,Gustavo Kuerten,14
1998-01-26,Gustavo Kuerten,14
1998-02-02,Gustavo Kuerten,12
1998-02-09,Gustavo Kuerten,12
1998-02-16,Gustavo Kuerten,11
1998-02-23,Gustavo Kuerten,11
1998-03-02,Gustavo Kuerten,11
1998-03-09,Gustavo Kuerten,11
1998-03-16,Gustavo Kuerten,11
1998-03-23,Gustavo Kuerten,11
1998-03-30,Gustavo Kuerten,10
1998-04-06,Gustavo Kuerten,10
1998-04-13,Gustavo Kuerten,10
1998-04-20,Gustavo Kuerten,9
1998-04-27,Gustavo Kuerten,9
1998-05-04,Gustavo Kuerten,8
1998-05-11,Gustavo Kuerten,9
1998-05-18,Gustavo Kuerten,8
1998-05-25,Gustavo Kuerten,8
